Request ID,User Define Status,Techinical Status,Target Status,DTP,Created On ,Created Date,Last Changed By ,Start Time ,Finish Time ,Last Execution Time,Lines Read,Lines Transferred,Source,Source Type,Target,Target Type,PROCESSMODE,Request ID
582,4,4,4,DTP_003N7L7ESY9JE81MDHYJYBAD5,"2,02,50,22,12,34,442",20250221,BEST,"2,02,50,22,62,32,609.50","2,02,50,32,61,94,851.50",20250226,10,10,ZVI_DOC_DS                    ZCUST_MAT,DTASRC,ZVI_DSDC,ODSO,E,DTPR_4L4ERKLSRGHL07JUDGEJDT6Y5
584,4,4,4,DTP_003N7L7ESY9JE8KI2PSZKYRWB,"2,02,50,22,62,33,022",20250226,BEST,"2,02,50,22,62,33,022.90","2,02,50,22,62,33,025.10",20250226,20,0,ZVI_COM_DS                    ZVI_SRC,DTASRC,ZVI_COMID,IOBJA,7,DTPR_889H9YHW9TVWLI6BF2FAYHY7H
585,4,4,4,DTP_003N7L7ESY9JE8L4ZYGPTYMNS,"2,02,50,22,62,33,230",20250226,BEST,"2,02,50,22,62,33,230.20","2,02,50,22,62,34,209.80",20250226,0,0,DTP_003N7L7ESY9JE8KI2PSZKYRWB,DTP,ZVI_COMID,IOBJA,1,DTPR_BYJ8LW1AOVK5NBNOTK3A0VHBH
586,4,4,4,DTP_003N7L7ESY9JE8KI2PSZKYRWB,"2,02,50,22,62,33,338",20250226,BEST,"2,02,50,22,62,33,338.30",0,20250226,0,0,ZVI_COM_DS                    ZVI_SRC,DTASRC,ZVI_COMID,IOBJA,,DTPR_DBJY0J4Y8NLKY9ULPPEBEBA0D
587,4,4,4,DTP_003N7L7ESY9JE8KI2PSZKYRWB,"2,02,50,22,62,33,338",20250226,BEST,"2,02,50,22,62,33,342.40","2,02,50,22,70,01,520.70",20250226,20,0,ZVI_COM_DS                    ZVI_SRC,DTASRC,ZVI_COMID,IOBJA,1,DTPR_8AJLLGK56UQ10EM0X2YJ84GOD
588,4,4,4,DTP_003N7L7ESY9JE8L4ZYGPTYMNS,"2,02,50,22,62,33,758",20250226,BEST,"2,02,50,22,62,33,758.80","2,02,50,22,62,34,153.20",20250226,10,0,DTP_003N7L7ESY9JE8KI2PSZKYRWB,DTP,ZVI_COMID,IOBJA,1,DTPR_18S2L6HC7O5RGIE8V2LBCAOA5
590,9,9,9,DTP_003N7L7ESY9JE8KI2PSZKYRWB,"2,02,50,22,62,33,338",20250226,BEST,"2,02,50,22,62,34,240.20","2,02,50,22,70,01,531.50",20250226,30,0,ZVI_COM_DS                    ZVI_SRC,DTASRC,ZVI_COMID,IOBJA,1,DTPR_DYY52OSQQ1ATNB9OUYK8AQGRX
592,2,2,2,DTP_003N7L7ESY9JE8KI2PSZKYRWB,"2,02,50,22,62,33,338",20250226,BEST,"2,02,50,22,62,34,418.40","2,02,50,22,62,34,421.30",20250226,40,0,ZVI_COM_DS                    ZVI_SRC,DTASRC,ZVI_COMID,IOBJA,1,DTPR_4E1NQMJ8GG2TJJ68GL9FDBT65
594,3,3,3,DTP_003N7L7ESY9JE8KI2PSZKYRWB,"2,02,50,22,62,34,739",20250226,BEST,"2,02,50,22,62,34,739.80","2,02,50,22,62,34,743.40",20250226,50,0,ZVI_COM_DS                    ZVI_SRC,DTASRC,ZVI_COMID,IOBJA,1,DTPR_4K4QVSAL11NBI4LORYAMIEP9P
595,2,2,2,DTP_003N7L7ESY9JE8L5XHPE93GQN,"2,02,50,22,62,35,253",20250226,BEST,"2,02,50,22,62,35,253.10","2,02,50,22,62,35,255.50",20250226,10,0,ZVI_COM_DS                    ZVI_SRC,DTASRC,ZVI_COMID,IOBJA,7,DTPR_6JSNCRMEJ19JNNXWE3VJFOVOT
597,2,2,2,DTP_003N7L7ESY9JE8L5XHPE93GQN,"2,02,50,22,62,35,253",20250226,BEST,"2,02,50,22,62,35,530.60","2,02,50,22,62,35,532.00",20250226,10,0,ZVI_COM_DS                    ZVI_SRC,DTASRC,ZVI_COMID,IOBJA,7,DTPR_BB8N5EKF5BI8C5WNRO486M9V1
598,2,2,2,DTP_003N7L7ESY9JE8L5XHPE93GQN,"2,02,50,22,62,35,253",20250226,BEST,"2,02,50,22,62,35,733.20","2,02,50,22,62,35,735.50",20250226,10,0,ZVI_COM_DS                    ZVI_SRC,DTASRC,ZVI_COMID,IOBJA,7,DTPR_3728WNA6VG5RBBTOOTCQRU0KT
599,5,2,2,DTP_003N7L7ESY9JE8L5XHPE93GQN,"2,02,50,22,70,01,216",20250227,BEST,"2,02,50,22,70,01,216.60","2,02,50,22,70,01,218.70",20250227,10,0,ZVI_COM_DS                    ZVI_SRC,DTASRC,ZVI_COMID,IOBJA,7,DTPR_8OV328RESISE2MA0CI2YI8TIL
600,4,4,4,DTP_003N7L7ESY9JE8L5XHPE93GQN,"2,02,50,22,70,01,326",20250227,BEST,"2,02,50,22,70,01,326.80",0,20250227,0,0,ZVI_COM_DS                    ZVI_SRC,DTASRC,ZVI_COMID,IOBJA,,DTPR_A611PKG37G00MIJQZ991CWBCD
601,4,4,4,DTP_003N7L7ESY9JE8L5XHPE93GQN,"2,02,50,22,70,01,326",20250227,BEST,"2,02,50,22,70,01,335.20",0,20250227,0,0,ZVI_COM_DS                    ZVI_SRC,DTASRC,ZVI_COMID,IOBJA,,DTPR_AGOOG8922CPDCDGK1JSNKIJ59
602,4,4,4,DTP_003N7L7ESY9JE8L5XHPE93GQN,"2,02,50,22,70,01,326",20250227,BEST,"2,02,50,22,70,02,105.70",0,20250227,0,0,ZVI_COM_DS                    ZVI_SRC,DTASRC,ZVI_COMID,IOBJA,,DTPR_AJCB9UFSYS0X4MFB2H9N7XSH9
603,2,2,2,DTP_003N7L7ESY9JE8L7EAZW9504K,"2,02,50,22,70,02,214",20250227,BEST,"2,02,50,22,70,02,214.90","2,02,50,22,70,02,217.00",20250227,10,0,ZVI_COM_DS                    ZVI_SRC,DTASRC,ZVI_COMID,IOBJA,7,DTPR_D56D5E05Q9RK5ARA65XAF9MJX
604,2,2,2,DTP_003N7L7ESY9JE8KIJ2LIRGESG,"2,02,50,22,61,54,815",20250226,BEST,"2,02,50,22,70,02,302.00","2,02,50,22,70,02,303.70",20250227,0,0,ZVI_DEPT_DS                   ZVI_SRC,DTASRC,ZVIDEPTID,IOBJA,7,DTPR_1JL3I0DYM7YKG3K77PYMZ7RE5
605,2,2,2,DTP_003N7L7ESY9JE8L7EAZW9504K,"2,02,50,22,70,02,350",20250227,BEST,"2,02,50,22,70,02,350.30","2,02,50,22,70,02,351.90",20250227,0,0,ZVI_COM_DS                    ZVI_SRC,DTASRC,ZVI_COMID,IOBJA,7,DTPR_3FSC8N4YIFO11LE60SNDXKCJ1
607,2,2,2,DTP_003N7L7ESY9JE8KIJ2LIRGESG,"2,02,50,22,61,54,815",20250226,BEST,"2,02,50,22,70,02,511.80","2,02,50,22,70,02,513.80",20250227,10,0,ZVI_DEPT_DS                   ZVI_SRC,DTASRC,ZVIDEPTID,IOBJA,7,DTPR_6KQU392F7NXKNP1XAP84KPG19
609,2,2,2,DTP_003N7L7ESY9JE8L7EAZW9504K,"2,02,50,22,70,02,350",20250227,BEST,"2,02,50,22,70,02,711.80","2,02,50,22,70,02,713.00",20250227,10,10,ZVI_COM_DS                    ZVI_SRC,DTASRC,ZVI_COMID,IOBJA,7,DTPR_AHERV6HLQUTU512ZC60O61WML
610,2,2,2,DTP_003N7L7ESY9JE8KIJ2LIRGESG,"2,02,50,22,61,54,815",20250226,BEST,"2,02,50,22,70,02,813.10","2,02,50,22,70,02,814.80",20250227,0,0,ZVI_DEPT_DS                   ZVI_SRC,DTASRC,ZVIDEPTID,IOBJA,7,DTPR_3GOOSYYVPJI0W3CTHNM5NIK4T
613,8,8,2,DTP_003N7L7ESY9JE8MEUX3T8WOBU,"2,02,50,22,71,52,013",20250227,BEST,"2,02,50,22,71,52,013.90","2,02,50,22,71,52,021.20",20250227,200,200,ZDS_EKBE                      ZVI_SRC,DTASRC,ZDSOEKBE,ODSO,E,DTPR_20UPGVJ64W2VB27QMWKXSB8TP
615,2,2,2,DTP_003N7L7ESY9JE8MIXG1PA8VNO,"2,02,50,22,71,64,447",20250227,BEST,"2,02,50,22,71,64,447.90","2,02,50,22,71,64,456.10",20250227,200,200,ZDS_EKBE                      ZVI_SRC,DTASRC,ZIC_EKBE,CUBE,3,DTPR_D8GR9O5SY07COTLSM6RUAVC6L
622,2,2,2,DTP_18QV6XXFT0VN2XAX5HFBAFF0W,"2,02,50,10,71,93,105",20250107,BEST,"2,02,50,22,71,93,044.60","2,02,50,22,71,93,049.90",20250227,2,2,0TCT_DS05                     BW75S4H001,DTASRC,0TCT_C05,CUBE,1,DTPR_3Z4KTUNDNBWUCIY7DMVK4A63X
629,2,2,2,DTP_18QV6XXFT0VN2XAX5HFBAFF0W,"2,02,50,10,71,93,105",20250107,BEST,"2,02,50,22,81,93,043.00","2,02,50,22,81,93,045.50",20250228,2,2,0TCT_DS05                     BW75S4H001,DTASRC,0TCT_C05,CUBE,1,DTPR_E1H961IA1QNLPF652058HJHPP
642,2,2,2,DTP_18QV6XXFT0VN2XAX5HFBAFF0W,"2,02,50,10,71,93,105",20250107,BEST,"2,02,50,30,11,93,044.20","2,02,50,30,11,93,048.40",20250301,2,2,0TCT_DS05                     BW75S4H001,DTASRC,0TCT_C05,CUBE,1,DTPR_9NQWMLNCXQF7RJWGWALCJ97JH
643,4,4,4,DTP_003N7L7ESY9JE8KS534OZAD8W,"2,02,50,22,61,90,712",20250226,BEST,"2,02,50,30,21,63,250.30","2,02,50,30,21,63,400.10",20250302,20,20,ZDS_EMPTRANS                  NEW FLAT,DTASRC,ZIC_ECUBE,CUBE,3,DTPR_23IM5JERSANI03DOS1ITRV04T
645,4,4,4,DTP_003N7L7ESY9JE8KS534OZAD8W,"2,02,50,22,61,90,712",20250226,BEST,"2,02,50,30,21,63,528.20","2,02,50,30,21,63,646.10",20250302,40,40,ZDS_EMPTRANS                  NEW FLAT,DTASRC,ZIC_ECUBE,CUBE,3,DTPR_D73WK22BISXMU48XHD7SHQ92L
647,4,4,4,DTP_003N7L7ESY9JE8KS534OZAD8W,"2,02,50,22,61,90,712",20250226,BEST,"2,02,50,30,21,65,013.20","2,02,50,30,21,65,124.10",20250302,60,60,ZDS_EMPTRANS                  NEW FLAT,DTASRC,ZIC_ECUBE,CUBE,3,DTPR_8E6VPMHASNF1VOKHHIFG24AR1
648,4,4,2,DTP_003N7L7ESY9JE8KS534OZAD8W,"2,02,50,22,61,90,712",20250226,BEST,"2,02,50,30,21,65,238.80","2,02,50,30,21,65,244.00",20250302,60,60,ZDS_EMPTRANS                  NEW FLAT,DTASRC,ZIC_ECUBE,CUBE,3,DTPR_BZ6X77TBHBZOBHF29XO9T0CQ5
650,4,4,4,DTP_003N7L7ESY9JE8KS534OZAD8W,"2,02,50,30,21,70,459",20250302,BEST,"2,02,50,30,21,70,459.00","2,02,50,30,21,72,122.10",20250302,80,80,ZDS_EMPTRANS                  NEW FLAT,DTASRC,ZIC_ECUBE,CUBE,3,DTPR_499116GKUCAVHABLQRVI4MUST
652,4,4,4,DTP_003N7L7ESY9JE8SDR3G813WQM,"2,02,50,30,21,72,032",20250302,BEST,"2,02,50,30,21,72,032.00","2,02,50,30,21,72,122.80",20250302,0,0,ZDS_EMPTRANS                  NEW FLAT,DTASRC,ZIC_ECUBE,CUBE,3,DTPR_7GDQZ9889NRKPQANE79SKBHIL
653,4,4,4,DTP_003N7L7ESY9JE8SDR3G813WQM,"2,02,50,30,21,72,032",20250302,BEST,"2,02,50,30,21,73,303.00","2,02,50,30,21,73,358.10",20250302,0,0,ZDS_EMPTRANS                  NEW FLAT,DTASRC,ZIC_ECUBE,CUBE,3,DTPR_9Z1WYKNTIB1CWSQ94IYECW48D
655,2,2,2,DTP_003N7L7ESY9JE8SER05L0601R,"2,02,50,30,21,74,114",20250302,BEST,"2,02,50,30,21,74,114.80","2,02,50,30,21,74,118.30",20250302,20,13,ZDS_EMPTRANS                  NEW FLAT,DTASRC,ZIC_ECUBE,CUBE,3,DTPR_CQ2E5TR2CMP9I0IMBTDDJ3QST
662,2,2,2,DTP_18QV6XXFT0VN2XAX5HFBAFF0W,"2,02,50,10,71,93,105",20250107,BEST,"2,02,50,30,21,93,044.10","2,02,50,30,21,93,048.30",20250302,2,2,0TCT_DS05                     BW75S4H001,DTASRC,0TCT_C05,CUBE,1,DTPR_0D9O09S2EW72JALGXU2WNG19P
663,4,4,4,DTP_003N7L7ESY9JE94301U74SFF3,"2,02,50,30,31,61,435",20250303,BEST,"2,02,50,30,31,61,435.90","2,02,50,30,41,43,037.70",20250303,"62,884","62,884",ZG_GER,HCPR,ZG_GERCB,CUBE,1,DTPR_CB142IRV6BW7FOVD11L6YO6LP
665,4,4,4,DTP_003N7L7ESY9JE948IOZYAS90J,"2,02,50,30,31,80,901",20250303,BEST,"2,02,50,30,31,80,901.40","2,02,50,30,41,43,036.00",20250303,"62,884","62,884",ZG_GER,HCPR,ZG_GERCB,CUBE,1,DTPR_92YIW6NKRDL12WA8PL4TI7VJH
672,2,2,2,DTP_18QV6XXFT0VN2XAX5HFBAFF0W,"2,02,50,10,71,93,105",20250107,BEST,"2,02,50,30,31,93,045.90","2,02,50,30,31,93,050.20",20250303,2,2,0TCT_DS05                     BW75S4H001,DTASRC,0TCT_C05,CUBE,1,DTPR_CX3Y74VF0OY8SYYOL67MZZ2B1
673,2,2,2,DTP_003N7L7ESY9HNYRCIMZMKHHHF,"2,02,50,30,41,05,055",20250304,BEST,"2,02,50,30,41,05,055.20","2,02,50,30,41,05,114.40",20250304,929,204,ZR_CROSS                      NEW FLAT,DTASRC,ZG_GAME,CUBE,8,DTPR_440ICJONK4AN568WBFUKIO86L
675,4,4,4,DTP_003N7L7ESY9HNYRH11ZUQUMMM,"2,02,50,30,41,22,252",20250304,BEST,"2,02,50,30,41,22,252.60","2,02,50,30,41,22,257.20",20250304,20,20,ZDS_EDSO                      NEW FLAT,DTASRC,ZDSO_ET,ODSO,E,DTPR_F2Q60SJMDMOSNZUWM5YWIYULP
677,4,4,4,DTP_003N7L7ESY9HNYRHV38K22G5I,"2,02,50,30,41,24,004",20250304,BEST,"2,02,50,30,41,24,004.80","2,02,50,30,41,43,036.80",20250304,"62,884","62,884",ZG_GER,HCPR,ZG_GERCB,CUBE,1,DTPR_BPVUDQNTI4DE9DLDUT1E2OJ8T
678,4,4,4,DTP_003N7L7ESY9HNYRHV38K22G5I,"2,02,50,30,41,24,004",20250304,BEST,"2,02,50,30,41,42,939.50","2,02,50,30,41,43,035.10",20250304,"62,884","62,884",ZG_GER,HCPR,ZG_GERCB,CUBE,1,DTPR_84WEH082L1YXK5NUBXKMKW2NH
679,4,4,4,DTP_003N7L7ESY9HNYRHV38K22G5I,"2,02,50,30,41,24,004",20250304,BEST,"2,02,50,30,41,43,050.00","2,02,50,30,41,43,341.20",20250304,"62,884","62,884",ZG_GER,HCPR,ZG_GERCB,CUBE,1,DTPR_23NESDJQ2V90LLPZVN8CIM4BX
680,4,4,4,DTP_003N7L7ESY9HNYRHV38K22G5I,"2,02,50,30,41,24,004",20250304,BEST,"2,02,50,30,41,43,433.20","2,02,50,30,41,43,957.20",20250304,"62,884","62,884",ZG_GER,HCPR,ZG_GERCB,CUBE,1,DTPR_B6Q7F14YKBSCEN4VL14ZTNNU5
681,4,4,4,DTP_003N7L7ESY9HNYRNJZKMBZDIR,"2,02,50,30,41,43,834",20250304,BEST,"2,02,50,30,41,43,834.40","2,02,50,30,41,44,200.10",20250304,"62,884","62,884",ZG_GER,HCPR,ZG_GERCB,CUBE,1,DTPR_839CWVA1X8CN5JJ75LSGGOUP9
682,4,4,2,DTP_003N7L7ESY9HNYRO04YB8GO5S,"2,02,50,30,41,44,731",20250304,BEST,"2,02,50,30,41,44,731.30","2,02,50,30,41,44,744.80",20250304,"62,884","62,884",ZG_GER,HCPR,ZG_GERCB,CUBE,1,DTPR_4LISYOYISLC2HOI95GSCJKJ8T
683,4,4,4,DTP_003N7L7ESY9HNYRO04YB8GO5S,"2,02,50,30,41,44,731",20250304,BEST,"2,02,50,30,41,50,154.50","2,02,50,30,41,50,330.20",20250304,"62,884","62,884",ZG_GER,HCPR,ZG_GERCB,CUBE,1,DTPR_BVLG2PPG8ALWCXTF9KURLC48D
684,4,4,2,DTP_003N7L7ESY9HNYRO04YB8GO5S,"2,02,50,30,41,44,731",20250304,BEST,"2,02,50,30,41,50,840.70","2,02,50,30,41,50,852.10",20250304,"62,884","62,884",ZG_GER,HCPR,ZG_GERCB,CUBE,1,DTPR_DCIF18C95F996I4ULM3RH1V8T
685,4,4,2,DTP_003N7L7ESY9HNYRQ2HVBY6YNE,"2,02,50,30,41,52,955",20250304,BEST,"2,02,50,30,41,52,955.50","2,02,50,30,41,53,013.80",20250304,"62,884","62,884",ZG_GER,HCPR,ZG_GERCB,CUBE,1,DTPR_8HZUKSQ4NB7YEOSF8YQONFIB1
686,4,4,4,DTP_003N7L7ESY9HNYRTPBPZMRKRY,"2,02,50,30,41,64,446",20250304,BEST,"2,02,50,30,41,64,446.90","2,02,50,30,41,64,455.70",20250304,0,0,ZG_GER,HCPR,ZG_GERCB,CUBE,1,DTPR_19RFZ5T4J2WF4JV1E4S2QX6JX
687,4,4,4,DTP_003N7L7ESY9HNYRTPBPZMRKRY,"2,02,50,30,41,64,446",20250304,BEST,"2,02,50,30,41,64,533.40",0,20250304,0,0,ZG_GER,HCPR,ZG_GERCB,CUBE,,DTPR_9VW0WA8V77NK4HHM6UI3YBCDP
688,4,4,4,DTP_003N7L7ESY9HNYRTPBPZMRKRY,"2,02,50,30,41,64,446",20250304,BEST,"2,02,50,30,41,64,538.50","2,02,50,30,41,64,546.30",20250304,0,0,ZG_GER,HCPR,ZG_GERCB,CUBE,1,DTPR_8UKEXOT43XQ9IJ6WMFJ2KBJ3H
689,4,4,3,DTP_003N7L7ESY9HNYRTPBPZMRKRY,"2,02,50,30,41,64,446",20250304,BEST,"2,02,50,30,41,64,713.50","2,02,50,30,41,64,726.80",20250304,0,0,ZG_GER,HCPR,ZG_GERCB,CUBE,1,DTPR_986FZYOLOHWPGFJP8ACLSGFAL
690,4,4,2,DTP_003N7L7ESY9HNYRU1QEXLLKI3,"2,02,50,30,41,65,151",20250304,BEST,"2,02,50,30,41,65,151.40","2,02,50,30,41,65,202.90",20250304,"62,884","62,884",ZG_GER,HCPR,ZG_GERCB,CUBE,1,DTPR_D2Z8W84X9TNRVRBXOESDFS31P
691,4,4,2,DTP_003N7L7ESY9HNYRYG5PDNODHW,"2,02,50,30,41,82,243",20250304,BEST,"2,02,50,30,41,82,243.00","2,02,50,30,41,82,256.20",20250304,"62,884","62,884",ZG_GER,HCPR,ZG_GERCB1,CUBE,1,DTPR_8DWE2O9E422ARFFE00ZIK0ZU5
698,2,2,2,DTP_18QV6XXFT0VN2XAX5HFBAFF0W,"2,02,50,10,71,93,105",20250107,BEST,"2,02,50,30,41,93,046.50","2,02,50,30,41,93,050.90",20250304,2,2,0TCT_DS05                     BW75S4H001,DTASRC,0TCT_C05,CUBE,1,DTPR_C1ECR0H5R1Z8E9MLY4IS68NZH
699,4,4,2,DTP_003N7L7ESY9HNYRYG5PDNODHW,"2,02,50,30,50,94,415",20250305,BEST,"2,02,50,30,50,94,415.10","2,02,50,30,50,94,437.20",20250305,"62,884","62,884",ZG_GER,HCPR,ZG_GERCB1,CUBE,1,DTPR_8UX03MHLPORWA1IPAE864RLGT
700,4,4,2,DTP_003N7L7ESY9HNYRYG5PDNODHW,"2,02,50,30,50,94,415",20250305,BEST,"2,02,50,30,50,95,004.10","2,02,50,30,50,95,012.00",20250305,"62,884","62,884",ZG_GER,HCPR,ZG_GERCB1,CUBE,1,DTPR_B7ZGNIS2JZ283TZ0B3ZR3W57X
701,4,4,2,DTP_003N7L7ESY9HNYRYG5PDNODHW,"2,02,50,30,50,94,415",20250305,BEST,"2,02,50,30,50,95,209.90","2,02,50,30,50,95,218.30",20250305,"62,884","62,884",ZG_GER,HCPR,ZG_GERCB1,CUBE,1,DTPR_2R3ZZVTX8NZ5808J3C4C0PDNX
702,4,4,2,DTP_003N7L7ESY9HNYRYG5PDNODHW,"2,02,50,30,50,94,415",20250305,BEST,"2,02,50,30,51,00,452.30","2,02,50,30,51,00,500.10",20250305,"62,884","62,884",ZG_GER,HCPR,ZG_GERCB1,CUBE,1,DTPR_1TAV9IIGA5B2ZVK2IQONO8ODP
703,4,4,2,DTP_003N7L7ESY9JE97GOM43J00XN,"2,02,50,30,51,00,907",20250305,BEST,"2,02,50,30,51,00,907.80","2,02,50,30,51,00,917.70",20250305,"62,884","62,884",ZG_TEST,HCPR,ZG_GERCB1,CUBE,1,DTPR_ELGV3GJWQQAGAMD0FNEL4BTD9
704,4,4,2,DTP_003N7L7ESY9JE97GOM43J00XN,"2,02,50,30,51,00,907",20250305,BEST,"2,02,50,30,51,01,042.60","2,02,50,30,51,01,050.50",20250305,"62,884","62,884",ZG_TEST,HCPR,ZG_GERCB1,CUBE,1,DTPR_6U4M9OBXMZE3S5U1BHJWX8VAL
705,4,4,2,DTP_003N7L7ESY9HNYRU1QEXLLKI3,"2,02,50,30,41,65,151",20250304,BEST,"2,02,50,30,51,01,151.00","2,02,50,30,51,01,212.50",20250305,"62,884","62,884",ZG_GER,HCPR,ZG_GERCB,CUBE,1,DTPR_9347WAUHRHJL8ORDEIHSXJBE5
706,4,4,2,DTP_003N7L7ESY9JE97GOM43J00XN,"2,02,50,30,51,01,452",20250305,BEST,"2,02,50,30,51,01,452.20","2,02,50,30,51,01,500.00",20250305,"62,909","62,909",ZG_TEST,HCPR,ZG_GERCB1,CUBE,1,DTPR_AV3IAEH95YH0WJ7G8K91F0INH
707,4,4,2,DTP_003N7L7ESY9JE97GOM43J00XN,"2,02,50,30,51,01,729",20250305,BEST,"2,02,50,30,51,01,729.60","2,02,50,30,51,01,736.10",20250305,"62,909","62,909",ZG_TEST,HCPR,ZG_GERCB1,CUBE,1,DTPR_CM0QE9KQGR9SCP2855GE1H2ST
708,4,4,2,DTP_003N7L7ESY9JE97GOM43J00XN,"2,02,50,30,51,01,927",20250305,BEST,"2,02,50,30,51,01,927.50","2,02,50,30,51,01,935.20",20250305,"62,909","62,909",ZG_TEST,HCPR,ZG_GERCB1,CUBE,1,DTPR_67T38OAIRPHV68Z1JVLLWACFH
710,8,8,2,DTP_003N7L7ESY9JE97HNALWZTRMB,"2,02,50,30,51,02,917",20250305,BEST,"2,02,50,30,51,02,917.10","2,02,50,30,51,02,922.30",20250305,20,20,ZDS_WODSO                     NEW FLAT,DTASRC,ZWDSO_ET,ODSO,E,DTPR_7KABBK02MT1H6R2OXM31AU1KD
712,4,4,2,DTP_003N7L7ESY9JE97HR5CSHWUMX,"2,02,50,30,51,03,105",20250305,BEST,"2,02,50,30,51,03,105.30","2,02,50,30,51,03,117.50",20250305,"62,909","62,909",ZG_TEST,HCPR,ZG_GERCB1,CUBE,1,DTPR_B4PDJ91SMDZJ3I3N7JG1T4QR1
713,4,4,2,DTP_003N7L7ESY9JE97HR5CSHWUMX,"2,02,50,30,51,03,918",20250305,BEST,"2,02,50,30,51,03,918.70","2,02,50,30,51,03,932.20",20250305,"62,909","62,909",ZG_TEST,HCPR,ZG_GERCB1,CUBE,1,DTPR_0TWHPKQ3AOJBKSIOCT7072OVH
714,4,4,2,DTP_003N7L7ESY9JE97HR5CSHWUMX,"2,02,50,30,51,04,644",20250305,BEST,"2,02,50,30,51,04,644.10","2,02,50,30,51,04,656.80",20250305,"62,909","62,909",ZG_TEST,HCPR,ZG_GERCB1,CUBE,1,DTPR_2RESF99G14UT3W78GZUSXDLYL
715,4,4,2,DTP_003N7L7ESY9JE97ISOPFTWT4B,"2,02,50,30,51,05,237",20250305,BEST,"2,02,50,30,51,05,237.20","2,02,50,30,51,05,246.20",20250305,"4,999","4,999",ZR_MCAN                       NEW FLAT,DTASRC,ZM_CSALES,CUBE,8,DTPR_9FYDIUSI1ODX9OK5OH28Z7PT9
716,4,4,2,DTP_003N7L7ESY9HNYRU1QEXLLKI3,"2,02,50,30,51,05,357",20250305,BEST,"2,02,50,30,51,05,357.40","2,02,50,30,51,05,411.30",20250305,"62,909","62,909",ZG_GER,HCPR,ZG_GERCB,CUBE,1,DTPR_BHJTY8FTGUDLDWLBLO81KINVX
717,2,2,2,DTP_003N7L7ESY9JE97JGX8BKVT0C,"2,02,50,30,51,10,623",20250305,BEST,"2,02,50,30,51,10,623.90","2,02,50,30,51,10,632.40",20250305,15,15,ZR_PRDUCT                     NEW FLAT,DTASRC,ZM_CANPRO,CUBE,8,DTPR_5B20SJKZ0JPNAA1DMBCB5A9V1
718,2,2,2,DTP_003N7L7ESY9JE97JMBGV22BHH,"2,02,50,30,51,11,002",20250305,BEST,"2,02,50,30,51,11,002.70","2,02,50,30,51,11,008.70",20250305,3,3,ZR_TAR                        NEW FLAT,DTASRC,ZM_CANTAR,CUBE,8,DTPR_8QU56CRUS7089BM14W4JLAD0T
719,4,4,2,DTP_003N7L7ESY9JE97HR5CSHWUMX,"2,02,50,30,51,04,644",20250305,BEST,"2,02,50,30,51,11,514.90","2,02,50,30,51,11,530.50",20250305,"62,909","62,909",ZG_TEST,HCPR,ZG_GERCB1,CUBE,1,DTPR_B1IAB940VV30YL7HYZ15HWQ5P
721,4,4,4,DTP_003N7L7ESY9HNYRH11ZUQUMMM,"2,02,50,30,41,22,252",20250304,BEST,"2,02,50,30,51,13,032.40","2,02,50,30,51,13,034.60",20250305,40,40,ZDS_EDSO                      NEW FLAT,DTASRC,ZDSO_ET,ODSO,E,DTPR_ANPYO0D02DP76RRN664HJYANH
723,4,4,2,DTP_003N7L7ESY9HNYRU1QEXLLKI3,"2,02,50,30,51,15,034",20250305,BEST,"2,02,50,30,51,15,034.50","2,02,50,30,51,15,042.60",20250305,"62,884","62,884",ZG_GER,HCPR,ZG_GERCB,CUBE,1,DTPR_5FTGGU22WGYRBSIOCQ3YRKG31
724,4,4,2,DTP_003N7L7ESY9HNYRU1QEXLLKI3,"2,02,50,30,51,15,034",20250305,BEST,"2,02,50,30,51,15,241.90","2,02,50,30,51,15,251.40",20250305,"62,884","62,884",ZG_GER,HCPR,ZG_GERCB,CUBE,1,DTPR_5DG1F473HG0NHXSA5OI7OSINH
725,4,4,2,DTP_003N7L7ESY9HNYRU1QEXLLKI3,"2,02,50,30,51,15,537",20250305,BEST,"2,02,50,30,51,15,537.40","2,02,50,30,51,15,545.20",20250305,"62,884","62,884",ZG_GER,HCPR,ZG_GERCB,CUBE,1,DTPR_E2QT6YGD4JX8M6KTFHQ5IC38T
726,4,4,2,DTP_003N7L7ESY9HNYRU1QEXLLKI3,"2,02,50,30,51,15,537",20250305,BEST,"2,02,50,30,51,15,705.40","2,02,50,30,51,15,713.20",20250305,"62,884","62,884",ZG_GER,HCPR,ZG_GERCB,CUBE,1,DTPR_9EWM11K2N772QSJJL5PN5PQ3X
728,4,4,4,DTP_003N7L7ESY9HNYRH11ZUQUMMM,"2,02,50,30,51,20,107",20250305,BEST,"2,02,50,30,51,20,107.30","2,02,50,30,51,20,214.30",20250305,40,40,ZDS_EDSO                      NEW FLAT,DTASRC,ZDSO_ET,ODSO,E,DTPR_BE9G1JG4O0IQA71TCCMJ41BOT
730,4,4,4,DTP_003N7L7ESY9HNYRH11ZUQUMMM,"2,02,50,30,51,20,628",20250305,BEST,"2,02,50,30,51,20,628.30","2,02,50,30,51,20,933.20",20250305,80,80,ZDS_EDSO                      NEW FLAT,DTASRC,ZDSO_ET,ODSO,E,DTPR_BNA1828FSS03409Q3VOYN3IWD
