TRANID,OBJVERS,RULEID,SEQNR,GROUPID,GROUPTYPE,FIELD_USAGE,RULETYPE,REF_RULE,AGGR,NO_CONV,AMDP,ABAP
0FGA8RBEB8YSM3IUMY3OHXG9D738BERH,A,2,3,2,S,,DIRECT,0,,,,
0FGA8RBEB8YSM3IUMY3OHXG9D738BERH,A,3,4,2,S,,DIRECT,0,,,,
0FGA8RBEB8YSM3IUMY3OHXG9D738BERH,A,4,5,2,S,,DIRECT,0,,,,
0FGA8RBEB8YSM3IUMY3OHXG9D738BERH,A,5,19,2,S,,DIRECT,0,MOV,,,
0FGA8RBEB8YSM3IUMY3OHXG9D738BERH,A,6,6,2,S,,DIRECT,0,MOV,,,
0FGA8RBEB8YSM3IUMY3OHXG9D738BERH,A,7,7,2,S,,DIRECT,0,MOV,,,
0FGA8RBEB8YSM3IUMY3OHXG9D738BERH,A,8,8,2,S,,DIRECT,0,MOV,,,
0FGA8RBEB8YSM3IUMY3OHXG9D738BERH,A,9,9,2,S,,DIRECT,0,MOV,,,
0FGA8RBEB8YSM3IUMY3OHXG9D738BERH,A,10,10,2,S,,DIRECT,0,MOV,,,
0FGA8RBEB8YSM3IUMY3OHXG9D738BERH,A,11,20,2,S,,DIRECT,0,MOV,,,
0FGA8RBEB8YSM3IUMY3OHXG9D738BERH,A,12,11,2,S,,DIRECT,0,MOV,,,
0FGA8RBEB8YSM3IUMY3OHXG9D738BERH,A,13,12,2,S,,DIRECT,0,MOV,,,
0FGA8RBEB8YSM3IUMY3OHXG9D738BERH,A,14,13,2,S,,DIRECT,0,MOV,,,
0FGA8RBEB8YSM3IUMY3OHXG9D738BERH,A,15,14,2,S,,DIRECT,0,MOV,,,
0FGA8RBEB8YSM3IUMY3OHXG9D738BERH,A,16,15,2,S,,DIRECT,0,MOV,,,
0FGA8RBEB8YSM3IUMY3OHXG9D738BERH,A,17,16,2,S,,DIRECT,0,MOV,,,
0FGA8RBEB8YSM3IUMY3OHXG9D738BERH,A,18,17,2,S,,DIRECT,0,MOV,,,
0FGA8RBEB8YSM3IUMY3OHXG9D738BERH,A,19,18,2,S,,DIRECT,0,MOV,,,
0FGPEC8ZGOGKY93NT24R4SNTE181694A,A,1,2,1,S,,DIRECT,0,MOV,,,
0FGPEC8ZGOGKY93NT24R4SNTE181694A,A,2,3,1,S,,DIRECT,0,MOV,,,
0FGPEC8ZGOGKY93NT24R4SNTE181694A,A,3,4,1,S,,DIRECT,0,MOV,,,
0FGPEC8ZGOGKY93NT24R4SNTE181694A,A,4,5,1,S,,DIRECT,0,MOV,,,
0FGPEC8ZGOGKY93NT24R4SNTE181694A,A,5,6,1,S,,DIRECT,0,MOV,,,
0FGPEC8ZGOGKY93NT24R4SNTE181694A,A,6,7,1,S,,DIRECT,0,MOV,,,
0FGPEC8ZGOGKY93NT24R4SNTE181694A,A,7,8,1,S,,DIRECT,0,MOV,,,
0FGPEC8ZGOGKY93NT24R4SNTE181694A,A,8,9,1,S,,DIRECT,0,,,,
0FGPEC8ZGOGKY93NT24R4SNTE181694A,A,9,10,1,S,,CONSTANT,0,MOV,,,
0FGQ4S8EZZ2HRECZWGWIU2Q3H25VMXOB,A,1,2,1,S,,DIRECT,0,,,,
0FGQ4S8EZZ2HRECZWGWIU2Q3H25VMXOB,A,2,3,1,S,,ROUTINE,0,MOV,,,X
0FGQ4S8EZZ2HRECZWGWIU2Q3H25VMXOB,A,3,4,1,S,,ROUTINE,0,MOV,,,X
0FGQ4S8EZZ2HRECZWGWIU2Q3H25VMXOB,A,4,5,1,S,,ROUTINE,0,MOV,,,X
0FGQ4S8EZZ2HRECZWGWIU2Q3H25VMXOB,A,5,6,1,S,,ROUTINE,0,MOV,,,X
0FHP8Q98GTB8UTH2OWJIK1EGP0E1D79Y,A,1,2,1,T,,CONSTANT,0,MOV,,,
0FHP8Q98GTB8UTH2OWJIK1EGP0E1D79Y,A,2,3,2,S,,DIRECT,0,,,,
0FHP8Q98GTB8UTH2OWJIK1EGP0E1D79Y,A,3,4,2,S,,DIRECT,0,MOV,,,
0FHP8Q98GTB8UTH2OWJIK1EGP0E1D79Y,A,4,5,2,S,,DIRECT,0,MOV,,,
0FHP8Q98GTB8UTH2OWJIK1EGP0E1D79Y,A,5,6,2,S,,DIRECT,0,MOV,,,
0FHP8Q98GTB8UTH2OWJIK1EGP0E1D79Y,A,6,7,2,S,,FORMULA,0,MOV,,,
0FHP8Q98GTB8UTH2OWJIK1EGP0E1D79Y,A,7,8,2,S,,FORMULA,0,MOV,,,
0FI11X3DHEKZ3MQOJY2726E1WPVKOXOM,A,1,2,1,S,,DIRECT,0,,,,
0FJJ8NJUS69FXM1C2BWOPODU00BM6OGB,A,1,2,1,S,,DIRECT,0,,,,
0FJJ8NJUS69FXM1C2BWOPODU00BM6OGB,A,2,3,1,S,,DIRECT,0,,,,
0FJJ8NJUS69FXM1C2BWOPODU00BM6OGB,A,3,4,1,S,,DIRECT,0,,,,
0FJJ8NJUS69FXM1C2BWOPODU00BM6OGB,A,4,5,1,S,,DIRECT,0,MOV,,,
0FJJ8NJUS69FXM1C2BWOPODU00BM6OGB,A,5,6,1,S,,DIRECT,0,MOV,,,
0FJJ8NJUS69FXM1C2BWOPODU00BM6OGB,A,6,7,1,S,,DIRECT,0,MOV,,,
0FJJ8NJUS69FXM1C2BWOPODU00BM6OGB,A,7,8,1,S,,DIRECT,0,MOV,,,
0FJJ8NJUS69FXM1C2BWOPODU00BM6OGB,A,8,9,1,S,,DIRECT,0,MOV,,,
0FJJ8NJUS69FXM1C2BWOPODU00BM6OGB,A,9,10,1,S,,DIRECT,0,MOV,,,
0FM1MFTXQ33KT68NG4TZN5WSE86VW7IV,A,1,2,1,S,,DIRECT,0,,,,
0FM1MFTXQ33KT68NG4TZN5WSE86VW7IV,A,2,3,1,S,,DIRECT,0,MOV,,,
0FM1MFTXQ33KT68NG4TZN5WSE86VW7IV,A,3,4,1,S,,DIRECT,0,MOV,,,
0FM1MFTXQ33KT68NG4TZN5WSE86VW7IV,A,4,5,1,S,,DIRECT,0,MOV,,,
0FM1MFTXQ33KT68NG4TZN5WSE86VW7IV,A,5,6,2,T,,CONSTANT,0,MOV,,,
0FO6T5WYK9LDG2QNIAMB319QN7I9LN0E,A,1,2,1,S,,DIRECT,0,,,,
0FO6T5WYK9LDG2QNIAMB319QN7I9LN0E,A,2,3,1,S,,DIRECT,0,,,,
0FO6T5WYK9LDG2QNIAMB319QN7I9LN0E,A,3,4,1,S,,DIRECT,0,,,,
0FO6T5WYK9LDG2QNIAMB319QN7I9LN0E,A,4,5,1,S,,DIRECT,0,,,,
0FO6T5WYK9LDG2QNIAMB319QN7I9LN0E,A,5,6,1,S,,CONSTANT,0,,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,1,2,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,2,3,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,3,4,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,4,5,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,5,6,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,6,7,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,7,8,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,8,9,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,9,10,1,S,,DIRECT,0,MOV,X,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,10,11,1,S,,DIRECT,0,MOV,X,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,11,12,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,12,13,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,13,14,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,14,15,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,15,16,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,16,17,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,17,18,1,S,,DIRECT,0,MOV,X,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,18,19,1,S,,DIRECT,0,MOV,X,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,19,20,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,20,21,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,21,22,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,22,23,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,23,24,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,24,25,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,25,26,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,26,27,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,27,28,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,28,29,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,29,30,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,30,31,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,31,32,1,S,,DIRECT,0,MOV,X,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,32,33,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,33,34,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,34,35,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,35,36,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,36,37,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,37,38,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,38,39,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,39,40,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,40,41,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,41,42,1,S,,DIRECT,0,,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,62,49,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,63,50,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,67,43,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,68,44,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,69,45,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,70,46,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,77,51,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,80,47,1,S,,DIRECT,0,MOV,,,
0FP0WHYSN1V5TV10CM6CNNGQVRIOWHHN,A,82,48,1,S,,DIRECT,0,MOV,,,
0FUYLFS66C1WXSLL2S52LUH0V6EB51AH,A,1,2,1,T,,CONSTANT,0,MOV,,,
0FUYLFS66C1WXSLL2S52LUH0V6EB51AH,A,2,3,2,S,,DIRECT,0,,,,
0FUYLFS66C1WXSLL2S52LUH0V6EB51AH,A,3,4,2,S,,DIRECT,0,MOV,,,
0FUYLFS66C1WXSLL2S52LUH0V6EB51AH,A,4,5,2,S,,DIRECT,0,MOV,,,
0FUYLFS66C1WXSLL2S52LUH0V6EB51AH,A,5,6,2,S,,DIRECT,0,MOV,,,
0FUYLFS66C1WXSLL2S52LUH0V6EB51AH,A,6,7,2,S,,DIRECT,0,MOV,,,
0FW2JRUH620WEBTIAX3WVGBGPIOCNYQC,A,1,2,1,S,,DIRECT,0,,,,
0FW2JRUH620WEBTIAX3WVGBGPIOCNYQC,A,2,3,1,S,,DIRECT,0,MOV,,,
0FW2JRUH620WEBTIAX3WVGBGPIOCNYQC,A,3,4,1,S,,DIRECT,0,MOV,,,
0FW2JRUH620WEBTIAX3WVGBGPIOCNYQC,A,4,5,1,S,,DIRECT,0,MOV,,,
0FW4V6QL945ZXYVZO6DZMHCZBUYJ2HCQ,A,1,2,1,S,,DIRECT,0,MOV,,,
0FW4V6QL945ZXYVZO6DZMHCZBUYJ2HCQ,A,2,3,1,S,,DIRECT,0,,,,
0FY52CROUZJU3A2Q2W38OIIPKHQ7075A,A,1,2,1,T,,CONSTANT,0,MOV,,,
0FY52CROUZJU3A2Q2W38OIIPKHQ7075A,A,2,3,2,S,,DIRECT,0,,,,
0FY52CROUZJU3A2Q2W38OIIPKHQ7075A,A,3,4,2,S,,DIRECT,0,MOV,,,
0FY52CROUZJU3A2Q2W38OIIPKHQ7075A,A,4,5,2,S,,DIRECT,0,MOV,,,
0FY52CROUZJU3A2Q2W38OIIPKHQ7075A,A,5,6,2,S,,DIRECT,0,MOV,,,
0FY52CROUZJU3A2Q2W38OIIPKHQ7075A,A,6,7,2,S,,DIRECT,0,MOV,,,
0FY52CROUZJU3A2Q2W38OIIPKHQ7075A,A,7,8,2,S,,DIRECT,0,MOV,,,
0FY52CROUZJU3A2Q2W38OIIPKHQ7075A,A,8,9,2,S,,DIRECT,0,MOV,,,
0G11KYJX5J6RQ5GG1VX2Q04KKEDSOM19,A,1,2,1,S,,DIRECT,0,,,,
0G11KYJX5J6RQ5GG1VX2Q04KKEDSOM19,A,2,3,1,S,,DIRECT,0,MOV,,,
0G11KYJX5J6RQ5GG1VX2Q04KKEDSOM19,A,3,4,1,S,,DIRECT,0,MOV,,,
0G11KYJX5J6RQ5GG1VX2Q04KKEDSOM19,A,4,5,1,S,,DIRECT,0,MOV,,,
0G11KYJX5J6RQ5GG1VX2Q04KKEDSOM19,A,5,6,1,S,,DIRECT,0,MOV,,,
0G11KYJX5J6RQ5GG1VX2Q04KKEDSOM19,A,6,7,1,S,,DIRECT,0,MOV,,,
0G1JMIT4G8LK1MQ25FOG71PIBKCDZ3IW,A,1,2,1,S,,DIRECT,0,,,,
0G1JMIT4G8LK1MQ25FOG71PIBKCDZ3IW,A,2,3,1,S,,DIRECT,0,MOV,,,
0G1JMIT4G8LK1MQ25FOG71PIBKCDZ3IW,A,3,4,1,S,,DIRECT,0,MOV,,,
0G1JMIT4G8LK1MQ25FOG71PIBKCDZ3IW,A,4,5,1,S,,DIRECT,0,MOV,,,
0G1JMIT4G8LK1MQ25FOG71PIBKCDZ3IW,A,5,6,1,S,,DIRECT,0,MOV,,,
0G1JMIT4G8LK1MQ25FOG71PIBKCDZ3IW,A,6,7,1,S,,DIRECT,0,MOV,,,
0G1JMIT4G8LK1MQ25FOG71PIBKCDZ3IW,A,7,8,1,S,,DIRECT,0,MOV,,,
0G1JMIT4G8LK1MQ25FOG71PIBKCDZ3IW,A,8,9,1,S,,DIRECT,0,MOV,,,
0G1JMIT4G8LK1MQ25FOG71PIBKCDZ3IW,A,9,10,1,S,,DIRECT,0,MOV,,,
0G1JMIT4G8LK1MQ25FOG71PIBKCDZ3IW,A,10,11,1,S,,DIRECT,0,MOV,,,
0G1JMIT4G8LK1MQ25FOG71PIBKCDZ3IW,A,11,12,1,S,,DIRECT,0,MOV,,,
0G1JMIT4G8LK1MQ25FOG71PIBKCDZ3IW,A,12,13,1,S,,DIRECT,0,MOV,,,
0G1JMIT4G8LK1MQ25FOG71PIBKCDZ3IW,A,13,14,1,S,,DIRECT,0,MOV,,,
0G33PCXXMC2QXHGGVG89S1TBTF5ROZ82,A,1,2,1,S,,DIRECT,0,,,,
0G33PCXXMC2QXHGGVG89S1TBTF5ROZ82,A,2,3,1,S,,DIRECT,0,MOV,,,
0G33PCXXMC2QXHGGVG89S1TBTF5ROZ82,A,3,4,1,S,,DIRECT,0,MOV,,,
0G33PCXXMC2QXHGGVG89S1TBTF5ROZ82,A,9,1,1,S,,TIME,0,MOV,,,
0G33PCXXMC2QXHGGVG89S1TBTF5ROZ82,A,12,5,1,S,,DIRECT,0,MOV,,,
0G33PCXXMC2QXHGGVG89S1TBTF5ROZ82,A,13,6,1,S,,ROUTINE,0,MOV,,,X
0G5HJVRK063UZL8MULV3KVO4ZTNRHSBJ,A,1,2,1,T,,CONSTANT,0,MOV,,,
0G5HJVRK063UZL8MULV3KVO4ZTNRHSBJ,A,2,3,2,S,,DIRECT,0,,,,
0G5HJVRK063UZL8MULV3KVO4ZTNRHSBJ,A,3,4,2,S,,DIRECT,0,MOV,,,
0G5HJVRK063UZL8MULV3KVO4ZTNRHSBJ,A,4,5,2,S,,DIRECT,0,MOV,,,
0G6YTFACOFV7KOX81LP7SDYW58SP2CQU,A,1,2,1,S,,DIRECT,0,MOV,,,
0G6YTFACOFV7KOX81LP7SDYW58SP2CQU,A,2,3,1,S,,DIRECT,0,MOV,,,
0G6YTFACOFV7KOX81LP7SDYW58SP2CQU,A,3,4,1,S,,DIRECT,0,MOV,,,
0G6YTFACOFV7KOX81LP7SDYW58SP2CQU,A,4,5,1,S,,DIRECT,0,MOV,,,
0G6YTFACOFV7KOX81LP7SDYW58SP2CQU,A,5,6,1,S,,DIRECT,0,MOV,,,
0G6YTFACOFV7KOX81LP7SDYW58SP2CQU,A,6,7,1,S,,DIRECT,0,MOV,,,
0G6YTFACOFV7KOX81LP7SDYW58SP2CQU,A,7,8,1,S,,DIRECT,0,MOV,,,
0G6YTFACOFV7KOX81LP7SDYW58SP2CQU,A,8,9,1,S,,DIRECT,0,MOV,,,
0G6YTFACOFV7KOX81LP7SDYW58SP2CQU,A,9,10,1,S,,DIRECT,0,MOV,,,
0G6YTFACOFV7KOX81LP7SDYW58SP2CQU,A,10,11,1,S,,DIRECT,0,,,,
0G73JW75M0XRU0LXTSKY0JOQ24BY8HHL,A,1,1,1,S,,TIME,0,,,,
0G73JW75M0XRU0LXTSKY0JOQ24BY8HHL,A,2,2,1,S,,TIME,0,,,,
0G73JW75M0XRU0LXTSKY0JOQ24BY8HHL,A,3,3,1,S,,TIME,0,,,,
0G73JW75M0XRU0LXTSKY0JOQ24BY8HHL,A,4,4,1,S,,TIME,0,,,,
0G73JW75M0XRU0LXTSKY0JOQ24BY8HHL,A,5,5,1,S,,TIME,0,,,,
0G73JW75M0XRU0LXTSKY0JOQ24BY8HHL,A,6,6,1,S,,DIRECT,0,,,,
0G73JW75M0XRU0LXTSKY0JOQ24BY8HHL,A,7,7,1,S,,DIRECT,0,,,,
0G73JW75M0XRU0LXTSKY0JOQ24BY8HHL,A,8,8,1,S,,DIRECT,0,,,,
0G73JW75M0XRU0LXTSKY0JOQ24BY8HHL,A,9,9,1,S,,DIRECT,0,,,,
0G73JW75M0XRU0LXTSKY0JOQ24BY8HHL,A,10,10,1,S,,DIRECT,0,,,,
0G73JW75M0XRU0LXTSKY0JOQ24BY8HHL,A,11,11,1,S,,DIRECT,0,,,,
0G73JW75M0XRU0LXTSKY0JOQ24BY8HHL,A,12,12,1,S,,DIRECT,0,SUM,,,
0G73JW75M0XRU0LXTSKY0JOQ24BY8HHL,A,13,13,1,S,,DIRECT,0,SUM,,,
0G73JW75M0XRU0LXTSKY0JOQ24BY8HHL,A,14,14,1,S,,DIRECT,0,SUM,,,
0G73JW75M0XRU0LXTSKY0JOQ24BY8HHL,A,15,15,1,S,,DIRECT,0,SUM,,,
0G73JW75M0XRU0LXTSKY0JOQ24BY8HHL,A,16,16,1,S,,DIRECT,0,SUM,,,
0G73JW75M0XRU0LXTSKY0JOQ24BY8HHL,A,17,17,1,S,,DIRECT,0,SUM,,,
0G73JW75M0XRU0LXTSKY0JOQ24BY8HHL,A,18,18,1,S,,DIRECT,0,SUM,,,
0G73JW75M0XRU0LXTSKY0JOQ24BY8HHL,A,19,19,1,S,,DIRECT,0,SUM,,,
0G76MBG2O7FLMITJEAGOBZQHJIK5O0L5,A,1,2,1,S,,DIRECT,0,MOV,,,
0G76MBG2O7FLMITJEAGOBZQHJIK5O0L5,A,2,3,1,S,,DIRECT,0,MOV,,,
0G76MBG2O7FLMITJEAGOBZQHJIK5O0L5,A,3,4,1,S,,DIRECT,0,MOV,,,
0G76MBG2O7FLMITJEAGOBZQHJIK5O0L5,A,4,5,1,S,,DIRECT,0,,,,
0G9UKUBAQW4UN3T2WQDIJ4RN2UFKO5LC,A,1,2,1,S,,DIRECT,0,MOV,,,
0G9UKUBAQW4UN3T2WQDIJ4RN2UFKO5LC,A,2,3,1,S,,DIRECT,0,MOV,,,
0G9UKUBAQW4UN3T2WQDIJ4RN2UFKO5LC,A,3,4,1,S,,DIRECT,0,,,,
0G9UKUBAQW4UN3T2WQDIJ4RN2UFKO5LC,A,4,5,1,S,,DIRECT,0,,,,
0G9UKUBAQW4UN3T2WQDIJ4RN2UFKO5LC,A,5,6,1,S,,DIRECT,0,,,,
0GI4WGLFSKLI1QDY4B4IA9CEAUHZ9X8E,A,1,2,1,T,,CONSTANT,0,MOV,,,
0GI4WGLFSKLI1QDY4B4IA9CEAUHZ9X8E,A,2,3,2,S,,DIRECT,0,,,,
0GI4WGLFSKLI1QDY4B4IA9CEAUHZ9X8E,A,3,4,2,S,,DIRECT,0,MOV,,,
0GI4WGLFSKLI1QDY4B4IA9CEAUHZ9X8E,A,4,5,2,S,,DIRECT,0,MOV,,,
0GI4WGLFSKLI1QDY4B4IA9CEAUHZ9X8E,A,5,6,2,S,,DIRECT,0,MOV,,,
0GJTIH5MGDCLQFETTM6W0H6RFNYA23T3,A,1,2,1,S,,DIRECT,0,MOV,,,
0GJTIH5MGDCLQFETTM6W0H6RFNYA23T3,A,2,3,1,S,,DIRECT,0,MOV,,,
0GJTIH5MGDCLQFETTM6W0H6RFNYA23T3,A,3,4,1,S,,DIRECT,0,MOV,,,
0GJTIH5MGDCLQFETTM6W0H6RFNYA23T3,A,4,5,1,S,,DIRECT,0,MOV,,,
0GJTIH5MGDCLQFETTM6W0H6RFNYA23T3,A,5,6,1,S,,DIRECT,0,MOV,,,
0GJTIH5MGDCLQFETTM6W0H6RFNYA23T3,A,6,7,1,S,,DIRECT,0,,,,
0GJTIH5MGDCLQFETTM6W0H6RFNYA23T3,A,7,8,1,S,,CONSTANT,0,MOV,,,
0GNPLSJ3YV72KWNH986L3QUL5BDHPWH3,A,1,2,1,S,,DIRECT,0,MOV,,,
0GNPLSJ3YV72KWNH986L3QUL5BDHPWH3,A,2,3,1,S,,DIRECT,0,,,,
0GP7T5RINO8W7WHG3VNE7DLK6AEYBBCQ,A,1,2,1,S,,DIRECT,0,,,,
0GP7T5RINO8W7WHG3VNE7DLK6AEYBBCQ,A,2,3,1,S,,DIRECT,0,MOV,,,
0GP7T5RINO8W7WHG3VNE7DLK6AEYBBCQ,A,3,4,1,S,,DIRECT,0,MOV,,,
0GP7T5RINO8W7WHG3VNE7DLK6AEYBBCQ,A,4,5,2,T,,DIRECT,0,MOV,,,
0GPSSBDGADS19W7I4JJNIANWE6CQ01EJ,A,1,3,1,T,,CONSTANT,0,MOV,,,
0GPSSBDGADS19W7I4JJNIANWE6CQ01EJ,A,2,4,2,S,,DIRECT,0,,,,
0GPSSBDGADS19W7I4JJNIANWE6CQ01EJ,A,3,10,2,S,,DIRECT,0,,,,
0GPSSBDGADS19W7I4JJNIANWE6CQ01EJ,A,4,9,2,S,,DIRECT,0,,,,
0GPSSBDGADS19W7I4JJNIANWE6CQ01EJ,A,5,8,2,S,,DIRECT,0,MOV,,,
0GPSSBDGADS19W7I4JJNIANWE6CQ01EJ,A,6,5,2,S,,DIRECT,0,MOV,,,
0GPSSBDGADS19W7I4JJNIANWE6CQ01EJ,A,7,6,2,S,,FORMULA,0,MOV,,,
0GPSSBDGADS19W7I4JJNIANWE6CQ01EJ,A,8,7,2,S,,FORMULA,0,MOV,,,
0GPSSBDGADS19W7I4JJNIANWE6CQ01EJ,A,9,11,2,S,,ROUTINE,0,MOV,,,X
0GPSSBDGADS19W7I4JJNIANWE6CQ01EJ,A,10,12,2,S,,ROUTINE,0,MOV,,,X
0GPSSBDGADS19W7I4JJNIANWE6CQ01EJ,A,11,13,2,S,,ROUTINE,0,MOV,,,X
0GPSSBDGADS19W7I4JJNIANWE6CQ01EJ,A,12,14,2,S,,ROUTINE,0,MOV,,,X
0GPSSBDGADS19W7I4JJNIANWE6CQ01EJ,A,13,15,2,S,,ROUTINE,0,MOV,,,X
0GPSSBDGADS19W7I4JJNIANWE6CQ01EJ,A,14,16,2,S,,ROUTINE,0,MOV,,,X
0GPSSBDGADS19W7I4JJNIANWE6CQ01EJ,A,15,17,2,S,,ROUTINE,0,MOV,,,X
0GPSSBDGADS19W7I4JJNIANWE6CQ01EJ,A,16,18,2,S,,ROUTINE,0,MOV,,,X
0GPSSBDGADS19W7I4JJNIANWE6CQ01EJ,A,17,2,0,,,START,0,,,,X
0GUTSM7LHU52KCB8S24X5D0Y7TG4HRMN,A,1,3,1,S,,DIRECT,0,MOV,,,
0GUTSM7LHU52KCB8S24X5D0Y7TG4HRMN,A,2,4,1,S,,DIRECT,0,MOV,,,
0GUTSM7LHU52KCB8S24X5D0Y7TG4HRMN,A,3,5,1,S,,DIRECT,0,,,,
0GUTSM7LHU52KCB8S24X5D0Y7TG4HRMN,A,4,2,0,,,START,0,,,,X
0GUTSM7LHU52KCB8S24X5D0Y7TG4HRMN,A,5,6,1,S,,ROUTINE,0,,,,X
0GW3RTVOZBXWHDB7FC6PJXLO9XCAZ6XI,A,1,2,1,S,,DIRECT,0,,,,
0GW3RTVOZBXWHDB7FC6PJXLO9XCAZ6XI,A,2,3,1,S,,DIRECT,0,MOV,,,
0GW3RTVOZBXWHDB7FC6PJXLO9XCAZ6XI,A,3,4,1,S,,DIRECT,0,MOV,,,
0GW3RTVOZBXWHDB7FC6PJXLO9XCAZ6XI,A,4,5,1,S,,FORMULA,0,,,,
0GW3RTVOZBXWHDB7FC6PJXLO9XCAZ6XI,A,5,6,1,S,,DIRECT,0,,,,
0GW3RTVOZBXWHDB7FC6PJXLO9XCAZ6XI,A,6,7,1,S,,FORMULA,0,MOV,,,
0GW3RTVOZBXWHDB7FC6PJXLO9XCAZ6XI,A,7,8,1,S,,FORMULA,0,MOV,,,
0GW3RTVOZBXWHDB7FC6PJXLO9XCAZ6XI,A,8,9,1,S,,FORMULA,0,MOV,,,
