Datasource,Source System,Version,Object Status,Data Source Type ,Application Name ,Delta,Real Time,Time Dependent Data,Language Dependent Data,Content Release ,Content Timestamp ,Last User By ,Last Used TimeStamp,Last Used Date,TXTMD,TXTLG
0PPS_FPIA_IOA_LITEM_P,T90CLNT090,D,INA,D,0FPS_IOA,,,,,,"2,01,20,72,81,01,948",SAP,"2,01,50,20,41,15,837",20150204,IoA line item parked docs,IoA line item parked docs
0PPS_FPIA_IOA_LITEM_OC,T90CLNT090,M,INA,D,0FPS_IOA,AIE,,,,,0,BEST,"2,02,50,70,40,93,852",20250704,IoA line item open/cleared docs,IoA line item open/cleared docs
0PPS_FPIA_IOA_LITEM_OC,T90CLNT090,D,INA,D,0FPS_IOA,AIE,,,,,"2,01,20,72,81,02,023",SAP,"2,01,50,20,41,15,837",20150204,IoA line item open/cleared docs,IoA line item open/cleared docs
0PPS_FPIA_INTKEY_TEXT,T90CLNT090,M,INA,T,0FPS_IOA-IO,,,,,,0,BEST,"2,02,50,70,40,93,852",20250704,Interest calculation key,Interest calculation key
0PPS_FPIA_INTKEY_TEXT,T90CLNT090,D,INA,T,0FPS_IOA-IO,,,,,,"2,01,10,43,01,22,723",SAP,"2,01,20,80,71,60,536",20120807,Interest calculation key,Interest calculation key
0PPS_FPIA_INTKEY_ATTR,T90CLNT090,M,INA,M,0FPS_IOA-IO,,,,,,0,BEST,"2,02,50,70,40,93,852",20250704,Interest calculation key,Interest calculation key
0PPS_FPIA_INTKEY_ATTR,T90CLNT090,D,INA,M,0FPS_IOA-IO,,,,,,"2,01,20,42,21,22,318",SAP,"2,01,40,72,51,55,620",20140725,Interest calculation key,Interest calculation key
0PPS_FPIA_INTDEX_TEXT,T90CLNT090,M,INA,T,0FPS_IOA-IO,,,,,,0,BEST,"2,02,50,70,40,93,851",20250704,Interest doc. exist,Interest doc. exist
0PPS_FPIA_INTDEX_TEXT,ECC_ODP,D,INA,T,,,,,,757,"2,01,60,80,51,44,228",BEST,"2,02,50,62,41,32,059",20250624,,Interest doc. exist
0PPS_FPIA_INTDEX_TEXT,T90CLNT090,D,INA,T,0FPS_IOA-IO,,,,,,"2,01,10,43,01,22,657",SAP,"2,01,20,80,71,60,838",20120807,Interest doc. exist,Interest doc. exist
0PPS_FPIA_IKYTYP_TEXT,T90CLNT090,M,INA,T,0FPS_IOA-IO,,,,,,0,BEST,"2,02,50,70,40,93,851",20250704,Interest calculation type,Interest calculation type
0PPS_FPIA_IKYTYP_TEXT,ECC_ODP,D,INA,T,,,,,,757,"2,01,60,80,51,44,020",BEST,"2,02,50,62,41,32,059",20250624,,Interest calculation type
0PPS_FPIA_IKYTYP_TEXT,T90CLNT090,D,INA,T,0FPS_IOA-IO,,,,,,"2,01,10,43,01,22,820",SAP,"2,01,20,80,71,60,838",20120807,Interest calculation type,Interest calculation type
0PPS_FPIA_DOCSTATUS_TEXT,T90CLNT090,M,INA,T,0FPS_IOA-IO,,,,,,0,BEST,"2,02,50,70,40,93,851",20250704,Document status,Document status
0PPS_FPIA_DOCSTATUS_TEXT,ECC_ODP,D,INA,T,,,,,,757,"2,01,60,80,51,43,713",BEST,"2,02,50,62,41,32,059",20250624,,Document status
0PPS_FPIA_DOCSTATUS_TEXT,T90CLNT090,D,INA,T,0FPS_IOA-IO,,,,,,"2,01,10,43,01,23,122",SAP,"2,01,20,80,71,60,838",20120807,Document status,Document status
0PPS_FPIA_DOCN_ATTR,T90CLNT090,M,INA,M,0FPS_IOA-IO,AIE,,,,,0,BEST,"2,02,50,70,40,93,851",20250704,Document number,Document number
0PPS_FPIA_DOCN_ATTR,T90CLNT090,D,INA,M,0FPS_IOA-IO,AIE,,,,,"2,01,20,42,21,22,419",SAP,"2,01,40,72,51,55,038",20140725,Document number,Document number
0PPS_FPIA_BUS_AREA_TEXT,T90CLNT090,M,INA,T,0FPS_IOA-IO,,,,,,0,BEST,"2,02,50,70,40,93,851",20250704,Business area,Business area
0PPS_FPIA_BUS_AREA_TEXT,T90CLNT090,D,INA,T,0FPS_IOA-IO,,,,,,"2,01,10,43,01,23,235",SAP,"2,01,20,80,71,60,536",20120807,Business area,Business area
0PPS_FPIA_BUS_AREA_ATTR,T90CLNT090,M,INA,M,0FPS_IOA-IO,,,,,,0,BEST,"2,02,50,70,40,93,851",20250704,Business area attribute,Business area attribute
0PPS_BBP_TD_CONTR_2,T90CLNT090,D,ACT,D,0PPS_FR_IOA,AIMD,,,,,"2,01,20,42,21,22,633",SAP,"2,01,40,72,51,55,037",20140725,IoA: EBP Purchase Contracts,IoA: EBP Purchase Contracts
0PPM_VPR_T,BW75S4H003,M,,T,,,,,,,0,BEST,"2,02,50,52,11,05,049",20250521,,Product - PPM Verification
0PPM_VPR_P,BW75S4H003,M,,M,,,,,,,0,BEST,"2,02,50,52,11,05,049",20250521,,Product - PPM Verification
0PPM_VDE_T,BW75S4H003,M,,T,,,,,,,0,BEST,"2,02,50,52,11,05,049",20250521,,Area - PPM Verification
0PPM_VDE_P,BW75S4H003,M,,M,,,,,,,0,BEST,"2,02,50,52,11,05,049",20250521,,Area - PPM Verification
0PPM_VC1_F,BW75S4H003,M,,D,,ADDD,X,,,,0,BEST,"2,02,50,52,11,05,049",20250521,,InfoCube Verification PPM
0PP_WCCP_20,T90CLNT090,M,INA,D,PP,,,,,,0,BEST,"2,02,50,70,40,93,853",20250704,Work Center Capacity (EhP5),PP(PI)Work Center Capacity (EhP5)
0PP_WCCP_20,T90CLNT090,D,INA,D,PP,,,,,,"2,01,00,80,10,42,741",SAP,"2,01,20,11,30,01,734",20120113,Work Center Capacity (EhP5),PP(PI)Work Center Capacity (EhP5)
0PP_WCCP,T90CLNT090,M,INA,D,PP,,,,,,0,BEST,"2,02,50,70,40,93,853",20250704,Work Center Capacity,PP(PI)Work Center Capacity
0PP_WCCP,T90CLNT090,D,INA,D,PP,,,,,7.3/06,"2,01,11,22,00,85,832",SAP,"2,01,20,11,30,01,734",20120113,Work Center Capacity,PP(PI)Work Center Capacity
0PP_PN_9,T90CLNT090,M,INA,D,PP-PN-ANL,AIE,,,,,0,BEST,"2,02,50,70,40,93,853",20250704,Ownership Transaction Data,Ownership Transaction Data
0PP_PN_9,T90CLNT090,D,INA,D,PP-PN-ANL,AIE,,,,,"2,01,30,32,50,80,108",SAP,"2,01,50,20,41,02,947",20150204,Ownership Transaction Data,Ownership Transaction Data
0PP_PN_8,T90CLNT090,M,INA,D,PP-PN-ANL,AIE,,,,,0,BEST,"2,02,50,70,40,93,852",20250704,Measurement Retrieval Hierarchy,Measurement Retrieval Hierarchy
0PP_PN_8,T90CLNT090,D,INA,D,PP-PN-ANL,AIE,,,,,"2,01,30,32,41,04,609",SAP,"2,01,50,20,41,20,954",20150204,Measurement Retrieval Hierarchy,Measurement Retrieval Hierarchy
0PP_PN_7,T90CLNT090,M,INA,D,PP-PN-ANL,AIE,,,,,0,BEST,"2,02,50,70,40,93,852",20250704,Capacity Volumes,Capacity Volumes
0PP_PN_7,T90CLNT090,D,INA,D,PP-PN-ANL,AIE,,,,,"2,01,30,32,41,04,042",SAP,"2,01,50,20,41,20,924",20150204,Capacity Volumes,Capacity Volumes
0PP_PN_6,T90CLNT090,M,INA,D,PP-PN-ANL,AIE,,,,,0,BEST,"2,02,50,70,40,93,852",20250704,Planned and Planned Proposed Volumes,Planned and Planned Proposed Volumes
0PP_PN_6,T90CLNT090,D,INA,D,PP-PN-ANL,AIE,,,,,"2,01,30,91,60,85,200",SAP,"2,01,50,20,41,20,924",20150204,Planned and Planned Proposed Volumes,Planned and Planned Proposed Volumes
0PP_PN_5,T90CLNT090,M,INA,D,PP-PN-ANL,AIE,,,,,0,BEST,"2,02,50,70,40,93,852",20250704,Actual Allocation Quantity,Actual Allocation Quantity
0PP_PN_5,T90CLNT090,D,INA,D,PP-PN-ANL,AIE,,,,,"2,01,30,32,50,81,556",SAP,"2,01,50,20,41,02,945",20150204,Actual Allocation Quantity,Actual Allocation Quantity
0PP_PN_4,T90CLNT090,M,INA,D,PP-PN-ANL,AIE,,,,,0,BEST,"2,02,50,70,40,93,852",20250704,Planned Downtime for Network Object,Planned Downtime for Network Object
0PP_PN_4,T90CLNT090,D,INA,D,PP-PN-ANL,AIE,,,,,"2,01,30,32,41,00,003",SAP,"2,01,50,20,41,21,001",20150204,Planned Downtime for Network Object,Planned Downtime for Network Object
0PP_PN_3,T90CLNT090,M,INA,D,PP-PN-ANL,AIE,,,,,0,BEST,"2,02,50,70,40,93,852",20250704,Actual Downtime for Network Object,Actual Downtime for Network Object
0PP_PN_3,T90CLNT090,D,INA,D,PP-PN-ANL,AIE,,,,,"2,01,30,32,41,03,936",SAP,"2,01,50,20,41,20,947",20150204,Actual Downtime for Network Object,Actual Downtime for Network Object
0PP_PN_2,T90CLNT090,M,INA,D,PP-PN-ANL,AIE,,,,,0,BEST,"2,02,50,70,40,93,852",20250704,Well Test,Well Test
0PP_PN_2,T90CLNT090,D,INA,D,PP-PN-ANL,AIE,,,,,"2,01,30,32,50,85,458",SAP,"2,01,50,20,41,21,023",20150204,Well Test,Well Test
0PP_PN_1,T90CLNT090,M,INA,D,PP-PN-ANL,AIE,,,,,0,BEST,"2,02,50,70,40,93,852",20250704,Measurement data,Measurement data
0PP_PN_1,T90CLNT090,D,INA,D,PP-PN-ANL,AIE,,,,,"2,01,30,32,41,04,629",SAP,"2,01,50,20,41,20,951",20150204,Measurement data,Measurement data
0PP_MD_WORKCENTER,T90CLNT090,M,INA,D,PP,,,,,,0,BEST,"2,02,50,70,40,93,852",20250704,Get workcenters,Get workcenters
0PP_MD_WORKCENTER,T90CLNT090,D,INA,D,PP,,,,,,"2,01,10,12,40,23,012",SAP,"2,01,20,11,30,00,846",20120113,Get workcenters,Get workcenters
0PP_MD_VAR_ATTR,T90CLNT090,M,INA,M,PP-IO,,,,,,0,BEST,"2,02,50,70,40,93,852",20250704,Get variants for Manufacturing dashboard,Get variants for Manufacturing dashboard
0PP_MD_VAR_ATTR,T90CLNT090,D,INA,M,PP-IO,,,,,,"2,01,11,10,21,42,857",SAP,"2,01,30,72,51,72,718",20130725,Get variants for Manufacturing dashboard,Get variants for Manufacturing dashboard
0PP_MD_URL_TEXT,T90CLNT090,M,INA,T,PP-IO,,,,,,0,BEST,"2,02,50,70,40,93,852",20250704,Url for manufacturing dash board,Url for manufacturing dash board
0PP_MD_URL_TEXT,T90CLNT090,D,INA,T,PP-IO,,,,,,"2,01,00,42,40,90,050",SAP,"2,01,00,71,40,82,414",20100714,Url for manufacturing dash board,Url for manufacturing dash board
0PP_MD_TOOLS,T90CLNT090,M,INA,D,PP,,,,,,0,BEST,"2,02,50,70,40,93,852",20250704,Data Source for tools,Data Source for tools
0PP_MD_TOOLS,T90CLNT090,D,INA,D,PP,,,,,,"2,01,10,50,91,41,141",SAP,"2,01,20,80,91,90,418",20120809,Data Source for tools,Data Source for tools
0PP_MD_TIMEBUCKET,T90CLNT090,M,INA,D,PP,,,,,,0,BEST,"2,02,50,70,40,93,852",20250704,Data source for timebuckets,Data source for timebuckets
0PP_MD_PLANACTUAL_TCC,T90CLNT090,M,INA,D,PP,,,,,,0,BEST,"2,02,50,70,40,93,852",20250704,Plan/Actual: Time data collection,Plan/Actual: Get Details for Time Data Collection
0PP_MD_PLANACTUAL_TCC,T90CLNT090,D,INA,D,PP,,,,,,"2,01,01,22,61,43,713",SAP,"2,01,20,11,22,35,302",20120112,Plan/Actual: Time data collection,Plan/Actual: Get Details for Time Data Collection
0PP_MD_PLANACTUAL_PCOC,T90CLNT090,M,INA,D,PP,,,,,,0,BEST,"2,02,50,70,40,93,852",20250704,Plan/Actual Production cost chart,Plan/Actual Get Details for Production Cost Chart
0PP_MD_PLANACTUAL_PCOC,T90CLNT090,D,INA,D,PP,,,,,,"2,01,10,12,01,91,448",SAP,"2,01,20,11,22,34,625",20120112,Plan/Actual Production cost chart,Plan/Actual Get Details for Production Cost Chart
0PP_MD_PLANACTUAL_PCC,T90CLNT090,M,INA,D,PP,,,,,,0,BEST,"2,02,50,70,40,93,852",20250704,Plan/Actual: Prod Completion,Plan/Actual: Get Details for Production Completion Chart
0PP_MD_PLANACTUAL_PCC,T90CLNT090,D,INA,D,PP,,,,,,"2,01,10,92,01,30,217",SAP,"2,01,30,72,51,72,718",20130725,Plan/Actual: Prod Completion,Plan/Actual: Get Details for Production Completion Chart
0PP_MD_PLANACTUAL_MCC,T90CLNT090,M,INA,D,PP,,,,,,0,BEST,"2,02,50,70,40,93,852",20250704,Plan/Actual: Mat consumption chart,Plan/Actual: Get Time Details for Material Consumption C
0PP_MD_PLANACTUAL_MCC,T90CLNT090,D,INA,D,PP,,,,,,"2,01,10,92,11,32,752",SAP,"2,01,30,72,51,72,718",20130725,Plan/Actual: Mat consumption chart,Plan/Actual: Get Time Details for Material Consumption C
0PP_MD_ORDER_KPI,T90CLNT090,M,INA,D,PP,,,,,,0,BEST,"2,02,50,70,40,93,852",20250704,Extractor for KPIs in Order,Extractor for KPIs in Order
0PP_MD_ORDER_KPI,T90CLNT090,D,INA,D,PP,,,,,,"2,01,10,12,40,43,445",SAP,"2,01,20,11,30,03,553",20120113,Extractor for KPIs in Order,Extractor for KPIs in Order
0PP_MD_ORDER,T90CLNT090,M,INA,D,PP,,,,,,0,BEST,"2,02,50,70,40,93,852",20250704,Get Details for Order,Get Details for Order
0PP_MD_ORDER,T90CLNT090,D,INA,D,PP,,,,,,"2,01,10,12,40,33,202",SAP,"2,01,20,11,30,02,753",20120113,Get Details for Order,Get Details for Order
0PP_MD_ORD_CAP,T90CLNT090,M,INA,D,PP,,,,,,0,BEST,"2,02,50,70,40,93,852",20250704,Capacity check in production order,Capacity check in production order
0PP_MD_ORD_CAP,T90CLNT090,D,INA,D,PP,,,,,,"2,01,01,22,00,50,533",SAP,"2,01,20,11,30,04,414",20120113,Capacity check in production order,Capacity check in production order
0PP_MD_OPS_MAT_AVAIL,T90CLNT090,M,INA,D,PP,,,,,,0,BEST,"2,02,50,70,40,93,852",20250704,Material availability for Order tab,Material availability for Order tab
0PP_MD_OPS_MAT_AVAIL,T90CLNT090,D,INA,D,PP,,,,,,"2,01,20,70,10,95,224",SAP,"2,01,50,20,41,10,607",20150204,Material availability for Order tab,Material availability for Order tab
0PP_MD_OPR_TOOL,T90CLNT090,M,INA,D,PP,,,,,,0,BEST,"2,02,50,70,40,93,852",20250704,Tool availability for Operation tab,Tool availability for Operation tab
0PP_MD_OPR_TOOL,T90CLNT090,D,INA,D,PP,,,,,,"2,01,10,50,61,42,713",SAP,"2,01,20,80,91,90,418",20120809,Tool availability for Operation tab,Tool availability for Operation tab
0PP_MD_OPR_SUCC,T90CLNT090,M,INA,D,PP,,,,,,0,BEST,"2,02,50,70,40,93,852",20250704,Get Data for Successor Table,Get Data for Successor Table
0PP_MD_OPR_SUCC,T90CLNT090,D,INA,D,PP,,,,,,"2,01,01,21,20,40,846",SAP,"2,01,20,11,30,02,206",20120113,Get Data for Successor Table,Get Data for Successor Table
0PP_MD_OPR_PRED,T90CLNT090,M,INA,D,PP,,,,,,0,BEST,"2,02,50,70,40,93,852",20250704,Get Data for Predecessor Table,Get Data for Predecessor Table
0PP_MD_OPR_PRED,T90CLNT090,D,INA,D,PP,,,,,,"2,01,01,21,20,40,832",SAP,"2,01,20,11,30,02,206",20120113,Get Data for Predecessor Table,Get Data for Predecessor Table
0PP_MD_OPR_MATL,T90CLNT090,M,INA,D,PP,,,,,,0,BEST,"2,02,50,70,40,93,852",20250704,Material availability for Operation tab,Material availability for Operation tab
0PP_MD_OPR_MATL,T90CLNT090,D,INA,D,PP,,,,,,"2,01,20,80,21,02,726",SAP,"2,01,50,20,41,10,607",20150204,Material availability for Operation tab,Material availability for Operation tab
0PP_MD_OPR_MACH,T90CLNT090,M,INA,D,PP,,,,,,0,BEST,"2,02,50,70,40,93,852",20250704,Mach. Avail. check in operations,Mach. Avail. check in operations
0PP_MD_OPR_MACH,T90CLNT090,D,INA,D,PP,,,,,,"2,01,10,12,10,51,424",SAP,"2,01,20,11,30,04,414",20120113,Mach. Avail. check in operations,Mach. Avail. check in operations
0PP_MD_OPR,T90CLNT090,M,INA,D,PP,,,,,,0,BEST,"2,02,50,70,40,93,852",20250704,Get Details for Operations,Get Details for Operations
0PP_MD_OPR,T90CLNT090,D,INA,D,PP,,,,,,"2,01,10,12,40,33,240",SAP,"2,01,20,11,30,02,206",20120113,Get Details for Operations,Get Details for Operations
0PP_MD_MATERIAL,T90CLNT090,M,INA,D,PP,,,,,,0,BEST,"2,02,50,70,40,93,852",20250704,Datasource for Material tab,Datasource for Material tab
0PP_MD_MATERIAL,T90CLNT090,D,INA,D,PP,,,,,,"2,01,20,80,61,05,516",SAP,"2,01,50,20,41,10,607",20150204,Datasource for Material tab,Datasource for Material tab
0PP_MD_KPI,T90CLNT090,M,INA,D,PP,,,,,,0,BEST,"2,02,50,70,40,93,852",20250704,Manufacturing Dashboard: KPI Tab,Manufacturing Dashboard: KPI Tab
0PP_MD_KPI,T90CLNT090,D,INA,D,PP,,,,,,"2,01,00,32,30,73,531",SAP,"2,01,00,71,40,82,414",20100714,Manufacturing Dashboard: KPI Tab,Manufacturing Dashboard: KPI Tab
0PP_MD_CAPACITY_REQ,T90CLNT090,M,INA,D,PP,,,,,,0,BEST,"2,02,50,70,40,93,852",20250704,Capacity: Get Capacity Details,Capacity: Get Capacity Details
0PP_MD_CAPACITY_REQ,T90CLNT090,D,INA,D,PP,,,,,,"2,01,01,21,61,83,710",SAP,"2,01,20,11,22,35,927",20120112,Capacity: Get Capacity Details,Capacity: Get Capacity Details
0PP_MD_CAPACITY_OPS,T90CLNT090,M,INA,D,PP,,,,,,0,BEST,"2,02,50,70,40,93,852",20250704,Operation details for a work center,Capacity: Get Operation Details for a Work Center
0PP_MD_CAPACITY_OPS,T90CLNT090,D,INA,D,PP,,,,,,"2,01,01,21,60,52,133",SAP,"2,01,20,11,30,00,846",20120113,Operation details for a work center,Capacity: Get Operation Details for a Work Center
0PP_MD_APPLID_TEXT,T90CLNT090,M,INA,T,PP-IO,,,,,,0,BEST,"2,02,50,70,40,93,852",20250704,Manufacturing Dashboard Application Id,Get Manufacturing dashboard application id
0PP_MD_APPLID_TEXT,T90CLNT090,D,INA,T,PP-IO,,,,,,"2,01,10,20,61,82,036",SAP,"2,01,20,11,22,34,625",20120112,Manufacturing Dashboard Application Id,Get Manufacturing dashboard application id
0PP_LOCAT_TEXT,T90CLNT090,M,INA,T,PP-IO,,,,,,0,BEST,"2,02,50,70,40,93,852",20250704,Location,Location
0PP_LOCAT_TEXT,ECC_ODP,D,INA,T,PP-IO,,,,,7.3/06,"2,01,11,12,51,80,442",BEST,"2,02,50,62,41,32,108",20250624,,Location
0PP_LOCAT_TEXT,T90CLNT090,D,INA,T,PP-IO,,,,,7.3/06,"2,01,00,33,11,53,517",SAP,"2,00,80,80,41,30,552",20080804,Location,Location
0PP_LOCAT_T,BW75S4H003,M,,T,,,,,,,0,BEST,"2,02,50,52,11,05,049",20250521,,Location
0PP_DOWNTIME,T90CLNT090,M,INA,D,PP,D,,,,,0,BEST,"2,02,50,70,40,93,852",20250704,Resource Downtimes,Resource Downtimes
0PP_DOWNTIME,T90CLNT090,D,INA,D,PP,D,,,,7.3/06,"2,01,30,70,11,44,207",SAP,"2,01,50,20,41,10,735",20150204,Resource Downtimes,Resource Downtimes
0POSTING_TEXT,T90CLNT090,M,INA,T,0PA_ER-IO,,,,,,0,BEST,"2,02,50,70,40,93,851",20250704,Posting Title,Posting Title
0POSTING_TEXT,T90CLNT090,D,INA,T,0PA_ER-IO,,,,,7.3/06,"2,01,20,30,41,31,857",VITTORIA,"2,01,20,80,71,60,815",20120807,Posting Title,Posting Title
0POSTING_TD_ATTR,T90CLNT090,M,INA,M,0PA_ER-IO,,,,,,0,BEST,"2,02,50,70,40,93,851",20250704,Time-Dependent Posting Attributes,Time-Dependent Posting Attributes
0POSTING_TD_ATTR,T90CLNT090,D,INA,M,0PA_ER-IO,,,,,7.3/06,"2,01,20,82,71,40,203",SAP,"2,01,30,72,51,73,447",20130725,Time-Dependent Posting Attributes,Time-Dependent Posting Attributes
0POSTING_ATTR,T90CLNT090,M,INA,M,0PA_ER-IO,,,,,,0,BEST,"2,02,50,70,40,93,851",20250704,Time-Independent Posting Attributes,Time-Independent Posting Attributes
0POSTING_ATTR,T90CLNT090,D,INA,M,0PA_ER-IO,,,,,7.3/06,"2,01,20,82,71,40,148",SAP,"2,01,30,72,51,73,447",20130725,Time-Independent Posting Attributes,Time-Independent Posting Attributes
0POSTALCODE_P,BW75S4H003,M,,M,,,,,,,0,BEST,"2,02,50,52,11,05,048",20250521,,BAS: Postal Code
0POST_STAT_TEXT,T90CLNT090,M,INA,T,0PA_ER-IO,,,,,,0,BEST,"2,02,50,70,40,93,851",20250704,Posting Status,Posting Status
0POST_STAT_TEXT,ECC_ODP,D,INA,T,,,,,,757,"2,01,60,82,60,93,527",BEST,"2,02,50,62,41,32,059",20250624,,Job Posting Status
0POST_STAT_TEXT,T90CLNT090,D,INA,T,0PA_ER-IO,,,,,7.4/07,"2,01,21,01,31,51,440",FETH,"2,01,20,80,71,60,838",20120807,Job Posting Status,Job Posting Status
0POST_KEY_ATTR,T90CLNT090,M,INA,M,FI-IO,,,,,,0,BEST,"2,02,50,70,40,93,851",20250704,Posting Key,Posting Key
0POST_KEY_ATTR,ECC_ODP,D,INA,M,FI-IO,,,,,7.4/07,"2,01,21,12,90,90,538",BEST,"2,02,50,62,41,32,056",20250624,,Posting Key
0POST_KEY_ATTR,T90CLNT090,D,INA,M,FI-IO,,,,,7.4/07,"2,01,30,92,71,12,232",SAP,"2,01,40,72,51,33,926",20140725,Posting Key,Posting Key
0POST_INST_ATTR,T90CLNT090,M,INA,M,0PA_ER-IO,,,,,,0,BEST,"2,02,50,70,40,93,851",20250704,Publication (E-Recruiting),Publication (E-Recruiting)
0POST_INST_ATTR,T90CLNT090,D,INA,M,0PA_ER-IO,,,,,7.4/07,"2,01,30,40,71,55,739",HOLTMANN,"2,01,30,72,51,73,447",20130725,Publication (E-Recruiting),Publication (E-Recruiting)
0POST_CHN_TEXT,T90CLNT090,M,INA,T,0PA_ER-IO,,,,,,0,BEST,"2,02,50,70,40,93,851",20250704,Posting Channel (E-Recruiting),Posting Channel (E-Recruiting)
0POST_CHN_TEXT,ECC_ODP,D,INA,T,0PA_ER-IO,,,,,7.4/07,"2,01,21,21,81,42,013",BEST,"2,02,50,62,41,32,056",20250624,,Posting Channel (E-Recruiting)
0POST_CHN_TEXT,T90CLNT090,D,INA,T,0PA_ER-IO,,,,,7.4/07,"2,01,30,40,71,55,730",HOLTMANN,"2,01,30,72,51,73,447",20130725,Posting Channel (E-Recruiting),Posting Channel (E-Recruiting)
0POC_THR_EXEED_ATTR,T90CLNT090,M,INA,M,POC_PROVIDER,AIE,,,,,0,BEST,"2,02,50,70,40,93,851",20250704,Threshold Exceed,Threshold Exceed
0POC_THR_EXEED_ATTR,ECC_ODP,D,INA,M,POC_PROVIDER,AIE,,,,,"2,01,11,22,90,55,558",BEST,"2,02,50,62,41,32,108",20250624,,Threshold Exceed
0POC_THR_EXEED_ATTR,T90CLNT090,D,INA,M,POC_PROVIDER,AIE,,,,,"2,01,30,41,21,32,356",SAP,"2,01,40,72,52,05,153",20140725,Threshold Exceed,Threshold Exceed
0POC_PRE_BA,T90CLNT090,M,INA,M,POC_PROVIDER,AIE,,,,,0,BEST,"2,02,50,70,40,93,851",20250704,Previous Task and Business Object,Previous Task and Business Object
0POC_PRE_BA,ECC_ODP,D,INA,M,POC_PROVIDER,AIE,X,,,,"2,01,20,50,30,35,105",BEST,"2,02,50,62,41,32,056",20250624,,Previous Task and Business Object
0POC_PRE_BA,T90CLNT090,D,INA,M,POC_PROVIDER,AIE,,,,,"2,01,21,21,31,04,244",SAP,"2,01,30,72,51,73,422",20130725,Previous Task and Business Object,Previous Task and Business Object
0POC_PRC_SYS_STATUS_TXT,T90CLNT090,M,INA,T,POC_PROVIDER,,,,,,0,BEST,"2,02,50,70,40,93,851",20250704,Process System Status Text,Process System Status Text
0POC_PRC_SYS_STATUS_TXT,ECC_ODP,D,INA,T,,,,,,757,"2,01,60,80,51,63,538",BEST,"2,02,50,62,41,32,053",20250624,,Process System Status Text
0POC_PRC_SYS_STATUS_TXT,T90CLNT090,D,INA,T,POC_PROVIDER,,,,,,"2,01,20,41,81,10,111",SAP,"2,01,20,80,71,60,838",20120807,Process System Status Text,Process System Status Text
0POC_PRC_STEP_INSTANCE,T90CLNT090,M,INA,M,POC_PROVIDER,AIE,,,,,0,BEST,"2,02,50,70,40,93,851",20250704,Process Activity Instance,Process Activity Instance
0POC_PRC_STEP_INSTANCE,ECC_ODP,D,INA,M,POC_PROVIDER,AIE,X,,,,"2,01,20,50,30,35,106",BEST,"2,02,50,62,41,32,056",20250624,,Process Activity Instance
0POC_PRC_STEP_INSTANCE,T90CLNT090,D,INA,M,POC_PROVIDER,AIE,,,,,"2,01,21,21,31,04,244",SAP,"2,01,30,72,51,73,422",20130725,Process Activity Instance,Process Activity Instance
0POC_PRC_STEP_DEFINITION_TXT,T90CLNT090,M,INA,T,POC_PROVIDER,,,,,,0,BEST,"2,02,50,70,40,93,851",20250704,Process Activity Definition Text,Process Activity Definition Text
0POC_PRC_STEP_DEFINITION_TXT,ECC_ODP,D,INA,T,POC_PROVIDER,,,,,,"2,01,11,22,90,54,740",BEST,"2,02,50,62,41,32,056",20250624,,Process Activity Definition Text
0POC_PRC_STEP_DEFINITION_TXT,T90CLNT090,D,INA,T,POC_PROVIDER,,,,,,"2,01,21,01,11,14,101",SAP,"2,01,30,72,51,73,422",20130725,Process Activity Definition Text,Process Activity Definition Text
0POC_PRC_STEP_DEFINITION,T90CLNT090,M,INA,M,POC_PROVIDER,,,,,,0,BEST,"2,02,50,70,40,93,851",20250704,Activity Definition,Activity Definition
0POC_PRC_STEP_DEFINITION,ECC_ODP,D,INA,M,POC_PROVIDER,,,,,,"2,01,11,22,90,53,952",BEST,"2,02,50,62,41,32,056",20250624,,Activity Definition
0POC_PRC_STEP_DEFINITION,T90CLNT090,D,INA,M,POC_PROVIDER,,,,,,"2,01,21,01,11,13,707",SAP,"2,01,30,72,51,73,422",20130725,Activity Definition,Activity Definition
0POC_PRC_STATUS_TXT,T90CLNT090,M,INA,T,POC_PROVIDER,,,,,,0,BEST,"2,02,50,70,40,93,851",20250704,Process Status Text,Process Status Text
0POC_PRC_STATUS_TXT,ECC_ODP,D,INA,T,,,,,,757,"2,01,60,80,51,43,319",BEST,"2,02,50,62,41,32,053",20250624,,Process Status Text
0POC_PRC_STATUS_TXT,T90CLNT090,D,INA,T,POC_PROVIDER,,,,,,"2,01,21,01,11,14,353",SAP,"2,01,30,72,51,73,422",20130725,Process Status Text,Process Status Text
0POC_PRC_KPI_TXT,T90CLNT090,M,INA,T,POC_PROVIDER,,,,,,0,BEST,"2,02,50,70,40,93,851",20250704,Process KPI Type Text,Process KPI Type Text
0POC_PRC_KPI_TXT,ECC_ODP,D,INA,T,POC_PROVIDER,,,,,,"2,01,11,22,90,55,257",BEST,"2,02,50,62,41,32,056",20250624,,Process KPI Type Text
0POC_PRC_KPI_TXT,T90CLNT090,D,INA,T,POC_PROVIDER,,,,,,"2,01,21,01,11,14,340",SAP,"2,01,30,72,51,73,422",20130725,Process KPI Type Text,Process KPI Type Text
0POC_PRC_KPI_DEFINITION,T90CLNT090,M,INA,M,POC_PROVIDER,,,,,,0,BEST,"2,02,50,70,40,93,851",20250704,Process KPI Definition,Process KPI Definition
