Compute ID ,Version,Provider For Query ,GENUNIID,Component Type ,Query ID,Object Status,READMODE,ABAP Code,Created By ,Generation Time ,Generation Date (Last Execution Time),Last Used By ,Definition Changed Time ,Last Chnaged Date,Last Change Of Query Runtime Obj
659RREEBD6ZIXT57Q575N8JGN,D,0PP_C01,,REP,0PP_C01_Q011,ACT,X,GPB62JMBU3JF4TXUMM1SW42AP3B,SAP,"1,99,90,92,00,70,515",19990920,SAP,"1,99,90,92,01,12,620",19990920,0
54V5TIIOI5HUXEVRGXD4FB9NJ,D,0PP_C01,,REP,0PP_C01_Q010,ACT,H,GPB2782ZV39F3ABEKA45JKNRSEI,SAP,"2,00,00,32,90,90,314",20000329,SAP,"2,00,00,61,50,74,532",20000615,0
2YB232A2FH67RLOMETY1AF4WV,D,0PP_C01,,REP,0PP_C01_Q009,ACT,X,GP3MEQRFYZG6OW0V44QG85K4FIF,SAP,"1,99,90,82,51,70,708",19990825,SAP,"1,99,90,92,01,01,600",19990920,0
36TNVYQY44FWJ0OOPQYCVR2JJ,D,0PP_C01,,REP,0PP_C01_Q008,ACT,X,GP88561KEJPB1OHX87F1R04Z3BB,SAP,"1,99,90,92,01,33,752",19990920,SAP,"1,99,90,92,01,33,752",19990920,0
0X63VYB4WIIF69WCE53BSS2OV,D,0PP_C01,,REP,0PP_C01_Q007,ACT,X,GP3387FGBN3R0UQBH2TIUFZ7N2F,SAP,"1,99,90,82,51,70,500",19990825,SAP,"1,99,90,92,01,10,442",19990920,0
D8GVWMT4F0WX8Q2Y3EQF83927,D,0PP_C01,,REP,0PP_C01_Q006,ACT,H,GP7FISPLT03CR7ZRDPM6JESYMG3,SAP,"2,00,20,10,21,70,530",20020102,SAP,"2,00,20,10,30,91,139",20020103,0
CE174GXSW694YLZH7SHZ8J1Y7,D,0PP_C01,,REP,0PP_C01_Q005,ACT,X,GPCPJVD57SSD0K17W494CDVRWCN,SAP,"1,99,90,82,31,00,922",19990823,SAP,"1,99,90,92,01,12,422",19990920,0
9VQSWT2WK4YA33K5ZE7MXD21R,D,0PP_C01,,REP,0PP_C01_Q004,ACT,X,GP4JEE6TPL46XP3P4GEWSKTX75Z,SAP,"1,99,90,92,01,12,339",19990920,SAP,"1,99,90,92,01,12,339",19990920,0
81Q69SKTQCOI1G78UREMCDSBJ,D,0PP_C01,,REP,0PP_C01_Q003,ACT,X,GP4C76GIADJO7VPXVAJN8KG7GJR,SAP,"1,99,90,82,50,74,846",19990825,SAP,"1,99,90,92,01,12,205",19990920,0
9S8N0ZWOXM9N0IIERDNEMDGV3,D,0PP_C01,,REP,0PP_C01_Q002,ACT,H,GP0EI9JJHBGWEHHZ3EMAQJ5VDFV,SAP,"2,00,20,11,71,44,609",20020117,SAP,"2,00,20,11,71,50,423",20020117,0
79GYLNWTMHRQVCAHP233TAI57,D,0PP_C01,,REP,0PP_C01_Q0013,ACT,H,GPB3UTJ6WKAAZOS4BNZ50VW1J6K,SAP,"2,00,50,71,11,13,324",20050711,SAP,"2,00,50,71,11,13,445",20050711,"2,00,50,71,11,13,507"
5B4ZPP78CWBM4O9YOBOU0M9UJ,D,0PP_C01,,REP,0PP_C01_Q0012,ACT,H,GP2X4PG634C1PBK1YC15N2AICT7,SAP,"2,00,50,70,80,51,543",20050708,SAP,"2,00,50,70,80,51,723",20050708,"2,00,50,70,80,51,734"
0J931JX52F1O5Y2TOC1WX12N3,D,0PP_C01,,REP,0PP_C01_Q001,ACT,X,GP2K1O3GOARBCTFRU0WLGQEAUMF,SAP,"1,99,90,82,51,70,147",19990825,SAP,"1,99,90,92,01,11,112",19990920,0
7D5IBJG3HOBKPGJXXQCMAEZHB,D,0PP_C01,,REP,0PP_C01_Q0001,INA,H,,SAP,0,0,SAP,"2,00,50,80,20,94,355",20050802,0
5J0LX36MF07TXQSNTJXB6FAUH,D,0POC_MP01,,REP,0POC_MP01_Q0005,INA,H,GP4CZH5GQMYBJ6GJC5OYO0ZAJZE,SAP,"2,01,10,21,41,04,942",20110214,SAP,"2,01,10,21,41,04,846",20110214,"2,01,10,21,41,04,942"
33MTUGSA6CUC1PBN3JUUN5X9L,D,0POC_MP01,,REP,0POC_MP01_Q0004,INA,H,,SAP,0,0,SAP,"2,01,01,20,20,94,153",20101202,0
DP4JKIF1WSRDY67YMPXRN3FZD,D,0POC_MP01,,REP,0POC_MP01_Q0003,INA,H,,SAP,0,0,SAP,"2,01,01,20,20,93,835",20101202,0
DCAOQDS0O3UE0SHOM6JRPCDYH,D,0POC_MP01,,REP,0POC_MP01_Q0002,INA,H,,SAP,0,0,SAP,"2,01,01,20,20,85,301",20101202,0
ASF95Z2AVJ6GZ7T2AGJIJB1D6,D,0POC_MP01,,REP,0POC_MP01_Q0001,INA,H,GP401N221SEPEE9LCOJXO8QMW8A,SAP,"2,01,01,22,20,93,605",20101222,SAP,"2,01,01,22,20,92,107",20101222,"2,01,01,22,20,93,605"
8WX4RWKUYF36NJ2IFS5HRBPUX,D,0PN_MEDIUM,,REP,0PN_MEDIUM_Q0001,INA,H,,SAP,0,0,SAP,"2,01,00,81,71,01,406",20100817,0
7ICC6SAE39VMJVQGD9ZLR3Q95,D,0PM_MP16,,REP,0PM_MP16_Q0004,INA,H,,SAP,0,0,SAP,"2,01,10,81,60,54,304",20110816,0
5I6FNWFJTBXOZZ4G0PHJ1EMJT,D,0PM_MP16,,REP,0PM_MP16_Q0003,INA,H,,SAP,0,0,SAP,"2,01,10,81,60,51,459",20110816,0
6N3IU0ZII8XHGYVDA3NXHHKFD,D,0PM_MP16,,REP,0PM_MP16_Q0002,INA,H,,SAP,0,0,SAP,"2,01,10,81,60,95,647",20110816,0
8MVC5T1ND1QCJ83ULNRMV3ICP,D,0PM_MP16,,REP,0PM_MP16_Q0001,INA,H,,SAP,0,0,SAP,"2,01,10,81,60,71,005",20110816,0
71HRCG6HS7NAGZUIBKBHEO2W9,D,0PM_MP15,,REP,0PM_MP15_Q0001,INA,H,,SAP,0,0,SAP,"2,01,10,90,80,91,024",20110908,0
49SK724K63PXD4E76HNCH01JQ,D,0PM_MP11,,REP,0PM_MP11_Q001,INA,H,GP4A40ML6G8BE3RLKGAZQKKY6DY,SAP,"2,00,80,61,21,21,558",20080612,SAP,"2,00,80,61,21,05,243",20080612,"2,00,80,61,21,21,558"
49PA5EBMTY7IV205LOIHVSWYG,D,0PM_MP10,,REP,0PM_MP10_Q001,ACT,H,GP49Q0L3B3FDDQVFGG6Z88ZF1LI,SAP,"2,00,80,50,71,40,517",20080507,SAP,"2,00,80,50,80,95,021",20080508,"2,00,80,50,71,40,732"
EVZUUGBMS8OZH2LWHX9OHNDT5,D,0PM_MP09,,REP,0PM_MP09_Q0002,INA,H,,SAP,0,0,SAP,"2,01,10,81,70,35,447",20110817,0
CSIYU0OZDG9O5Z0CWE6G3ZU7E,D,0PM_MP09,,REP,0PM_MP09_Q0001,INA,H,,SAP,0,0,SAP,"2,01,10,81,50,81,441",20110815,0
48MEQXBIH3KQ4LV8OE68XUKYZ,D,0PM_MP08,,REP,0PM_MP08_Q0001,INA,H,,SAP,0,0,SAP,"2,01,10,81,70,63,921",20110817,0
9198QU5LL0L1RIMPWQLN61OYZ,D,0PM_MP07,,REP,0PM_MP07_Q0003,INA,H,,SAP,0,0,SAP,"2,01,10,81,70,64,555",20110817,0
3SADGZVXLI1WOOKTXWANO4BE2,D,0PM_MP07,,REP,0PM_MP07_Q0002,INA,H,,SAP,0,0,SAP,"2,01,10,81,60,75,614",20110816,0
DK9WPH267TDD3K0KEJJ3Y0ECQ,D,0PM_MP07,,REP,0PM_MP07_Q0001,INA,H,,SAP,0,0,SAP,"2,01,10,81,50,85,516",20110815,0
98Q31XETAH2DV3MB2C2ZK8ZOQ,D,0PM_MP06,,REP,0PM_MP06_Q0001,INA,H,,SAP,0,0,SAP,"2,01,10,81,50,90,812",20110815,0
13512DFHI4UVZEV9EIM1DI10P,D,0PM_MP05,,REP,0PM_MP05_Q0002,ACT,H,GP3WF1AW53NXG1YHTVHXA3FY4KP,SAP,"2,01,10,81,90,25,818",20110819,SAP,"2,01,10,81,90,25,715",20110819,"2,01,10,81,90,25,818"
89ILKRSGKW2ODTK42XA0ZQ6JT,D,0PM_MP05,,REP,0PM_MP05_Q0001,ACT,H,GP2KK8VWM39BM2E0OTWADDX5SX5,SAP,"2,01,10,81,60,31,633",20110816,SAP,"2,01,10,81,51,01,227",20110815,"2,01,10,81,60,31,633"
49PYEA0LATUTLRB8QMZ7GF9AV,D,0PM_MP04,,REP,0PM_MP04_Q0001,INA,H,,SAP,0,0,SAP,"2,00,80,50,71,00,203",20080507,0
05QH3RFZZACN047RAH3ZLO8RG,D,0PM_MP03,,REP,0PM_MP03_Q0001,INA,H,,SAP,0,0,SAP,"2,00,60,31,71,31,151",20060317,0
BNNKFRCZHTHF9CFQ65Z2MXE1N,D,0PM_MP02,,REP,0PM_MP02_Q0002,INA,H,,SAP,0,0,SAP,"2,00,60,20,91,22,837",20060209,0
ANF7X40W6BW0TFC6JYX6BFGBF,D,0PM_MP02,,REP,0PM_MP02_Q0001,INA,H,,SAP,0,0,SAP,"2,00,60,20,91,22,757",20060209,0
EC0ELUYEOT1M9DM570S5CCOFF,D,0PM_MC15,,REP,0PM_MC15_Q001,ACT,H,GP3BMI7RPYRC0USIMFTE7VS1KMJ,SAP,"2,01,01,10,20,90,036",20101102,SAP,"2,01,01,10,20,83,934",20101102,"2,01,01,10,20,90,036"
3RNGCXM4J3APW208D4SEZ1489,D,0PM_MC13,,REP,0PM_MC13_Q001,ACT,H,GPDLP1IRBPBJ9AAEI1Y9TT8UP4A,SAP,"2,01,01,11,80,91,232",20101118,SAP,"2,01,01,10,20,75,828",20101102,"2,01,01,11,80,91,232"
34IGYA1UAD79HZR2P8T3G4XWQ,D,0PM_MC01,,REP,0PM_MC01_Q0006,INA,H,GPF45S2FR06D0NLAM6B7RCKX6JG,SAP,"2,00,40,71,91,52,607",20040719,SAP,"2,00,40,70,51,13,808",20040705,"2,00,40,71,91,52,607"
8KKZSF2YOLNYWISJQ47H5XHNU,D,0PM_MC01,,REP,0PM_MC01_Q0005,INA,H,GP9JTI57F78HDM35HEBB45EIPGC,SAP,"2,00,40,71,91,51,830",20040719,SAP,"2,00,40,70,51,11,037",20040705,"2,00,40,71,91,51,830"
6YQJODVN7WH7YR880EMTQ4XII,D,0PM_MC01,,REP,0PM_MC01_Q0004,INA,H,GP7KU37C7IG3T7AKNVWH933WIL1,SAP,"2,00,61,01,51,15,014",20061015,SAP,"2,00,40,40,11,34,938",20040401,"2,00,61,01,51,15,014"
8PMVDG7W2NR09AHI75G5933C9,D,0PM_MC01,,REP,0PM_MC01_Q0003,INA,H,GP7KU37C7IG3T7AKNVW5V0XEI0U,SAP,"2,00,61,01,51,15,003",20061015,SAP,"2,00,40,40,11,34,811",20040401,"2,00,61,01,51,15,003"
2QLWIUNRZRD4IIFW1PZVXD0H5,D,0PM_MC01,,REP,0PM_MC01_Q0002,INA,H,GP7KU37C7IG3T7AKNVVUNGW0BF5,SAP,"2,00,61,01,51,14,953",20061015,SAP,"2,00,40,40,11,24,927",20040401,"2,00,61,01,51,14,953"
2WTSDVJUPDL2EWR7E9D9915T5,D,0PM_MC01,,REP,0PM_MC01_Q0001,INA,H,GP7KU37C7IG3T7AKNVVILBOETON,SAP,"2,00,61,01,51,14,939",20061015,SAP,"2,00,40,40,11,24,336",20040401,"2,00,61,01,51,14,939"
41VS2LAYMXFDJNEDRFQ4V0W3Y,D,0PM_IS01,,REP,0PM_IS01_Q0001,ACT,X,GP41VU26DWOH49NZQVIC8SGHNKC,SAP,"2,00,60,52,40,50,913",20060524,SAP,"2,00,60,52,40,50,826",20060524,"2,00,60,52,40,50,913"
420Y134PBC713B5E66I1EJNV2,D,0PM_DS04,,REP,0PM_DS04_Q0021,ACT,H,GP462AZ5VNBDWP91S6MOKVVGFSB,SAP,"2,00,70,60,81,05,236",20070608,SAP,"2,00,70,60,81,05,224",20070608,"2,00,70,60,81,05,236"
41CSWYQK49VM999PGOTN316GV,D,0PM_DS02,,REP,0PM_DS02_Q0004,ACT,H,GP41F2ICQRX4L7HYBLJ6OGN4ZY7,SAP,"2,00,60,41,21,45,516",20060412,SAP,"2,00,60,41,21,45,506",20060412,"2,00,60,41,21,45,516"
7D8SR4RV8SFIGWIXT27QWUCM3,D,0PM_DS02,,REP,0PM_DS02_Q0003,ACT,H,GPD1VQDU9GPB8UALXX10OZ87JOC,SAP,"2,00,50,80,40,90,152",20050804,SAP,"2,00,50,80,40,90,308",20050804,"2,00,50,80,40,90,315"
3W3WLOC93V0RXR4MHP42HQHHI,D,0PM_DS02,,REP,0PM_DS02_Q0002,ACT,H,GP78OIFFFC9A9R3Z5BRZCFW4BSF,SAP,"2,00,41,21,41,34,001",20041214,SAP,"2,00,41,21,40,85,026",20041214,"2,00,41,21,41,34,001"
33JM2DJUGMW3Y1674OK6AJJLE,D,0PM_DS02,,REP,0PM_DS02_Q0001,ACT,H,GP81LBUXE85IROQO90VR5LHQT8Y,SAP,"2,00,30,32,61,41,241",20030326,SAP,"2,00,30,32,71,50,639",20030327,0
4YRLJTNHDYFUDIZ3P0MGR5I96,D,0PM_C21,,REP,0PM_C21_Q0001_GHO,ACT,H,GPDZBUV5KVVLI2FE4F84Q22U1DI,SAP,"2,01,20,42,70,83,155",20120427,SAP,"2,01,20,42,51,21,709",20120425,"2,01,20,42,70,83,155"
49SP8OUUXLFUCVOM3G34Q1EC7,D,0PM_C12,,REP,0PM_C12_Q0004,INA,H,,SAP,0,0,SAP,"2,00,80,51,51,01,828",20080515,0
49VWR7WNIN8D9PV3K3VWEZ9HZ,D,0PM_C12,,REP,0PM_C12_Q0003,INA,H,,SAP,0,0,SAP,"2,00,80,52,21,12,317",20080522,0
49PZ7I52GHCZV59ZZPN4NHE53,D,0PM_C12,,REP,0PM_C12_Q0002,INA,H,,SAP,0,0,SAP,"2,00,80,50,71,15,312",20080507,0
49PYBMFDC7P9T9A44HUEBZ8IF,D,0PM_C12,,REP,0PM_C12_Q0001,INA,H,,SAP,0,0,SAP,"2,00,80,50,70,95,121",20080507,0
49PYCKS24YSE429E7YBBARHSN,D,0PM_C12,,REP,0PM_C10_Q0002,INA,H,,SAP,0,0,SAP,"2,00,80,50,70,95,700",20080507,0
6OH3YWODFA4BFXT2AC0RYORSB,D,0PM_C08,,REP,0PM_C08_Q0001,ACT,H,GP0KGCLKV2RHKTM3LQQC50G44OF,SAP,"2,00,50,10,50,83,013",20050105,SAP,"2,00,50,10,50,83,503",20050105,"2,00,50,10,50,83,514"
3W408AAIO5R729MBKF6FWOJD2,D,0PM_C07,,REP,0PM_C07_Q0006,INA,H,,SAP,0,0,SAP,"2,00,41,21,31,22,739",20041213,0
3W4085DUK1VW5V6ZU7OLHFCW6,D,0PM_C07,,REP,0PM_C07_Q0005,INA,H,,SAP,0,0,SAP,"2,00,41,21,31,22,244",20041213,0
3W4080WJHV80APUKFOBFMA3UU,D,0PM_C07,,REP,0PM_C07_Q0004,INA,H,,SAP,0,0,SAP,"2,00,41,21,31,22,037",20041213,0
3W407LBT1P79J0ESLPKJ8APL2,D,0PM_C07,,REP,0PM_C07_Q0003,ACT,H,GP468PZLC2ZO45FGSY3BSCARUUJ,SAP,"2,00,70,62,41,12,714",20070624,SAP,"2,00,41,21,31,15,626",20041213,"2,00,70,62,41,12,714"
3W407FKETQX4K3TO85TBOTO92,D,0PM_C07,,REP,0PM_C07_Q0002,INA,H,,SAP,0,0,SAP,"2,00,41,21,31,14,809",20041213,0
3W407BIGTHGNQ7K55AKUDSCNA,D,0PM_C07,,REP,0PM_C07_Q0001,INA,H,,SAP,0,0,SAP,"2,00,41,21,31,14,704",20041213,0
11489YJPW2T7MHHRZNFGCKTYI,D,0PM_C06,,REP,0PM_C06_Q0004,INA,H,GP7KU37C7GI8C3XMEUTJBH4KOUU,SAP,"2,00,61,00,11,41,306",20061001,SAP,"2,00,40,40,11,41,656",20040401,"2,00,61,00,11,41,306"
CPHK2BSRSAVTF2AGYXEW6GQLN,D,0PM_C06,,REP,0PM_C06_Q0003,INA,H,GP7KU37C7GI8C3XMEUT8GF80XCQ,SAP,"2,00,61,00,11,41,255",20061001,SAP,"2,00,40,71,91,35,210",20040719,"2,00,61,00,11,41,255"
3TSLUHNQ11R7VAY9252DTY8IZ,D,0PM_C06,,REP,0PM_C06_Q0002,INA,H,GP7KU37C7GI8C3XMEUSY864TTIP,SAP,"2,00,61,00,11,41,245",20061001,SAP,"2,00,40,71,91,24,018",20040719,"2,00,61,00,11,41,245"
7PDKSTV1X5UJYWOCDK76XSHII,D,0PM_C06,,REP,0PM_C06_Q0001,INA,H,GP7KU37C7GI8C3XMEUSOJ9T2LKW,SAP,"2,00,61,00,11,41,233",20061001,SAP,"2,00,40,71,91,21,019",20040719,"2,00,61,00,11,41,233"
8UMGOT7MZZU86RMRMQAEWK3HN,D,0PM_C04,,REP,0PM_C04_Q001_GHO,ACT,H,GP07XSY3X3IFKFFD9HZ9A8UKMEU,SAP,"2,01,20,42,60,35,428",20120426,SAP,"2,01,20,42,51,21,220",20120425,"2,01,20,42,60,35,428"
AEH05UQYF6AWCQOJJTUUSNXR4,D,0PM_C04,,REP,0PM_C04_Q001,ACT,H,GP45SVNC2GUGT78SM1GKIPZV2M7,SAP,"2,00,70,51,60,85,811",20070516,SAP,"2,00,60,11,21,51,935",20060112,"2,00,70,51,60,85,811"
2D4NFTHW36BY2S9027D8DPGV4,D,0PM_C03,,REP,0PM_C03_Q001,ACT,H,GPC7CRZ173TAH15FH0KXRCV8OAA,SAP,"2,00,30,12,71,24,043",20030127,SAP,"2,00,30,12,71,30,120",20030127,0
ALCUDJS1NGCYIDHT2UZVMLXGG,D,0PM_C02,,REP,0PM_C02_Q001,ACT,H,GP64MEOGAAK0ZYUKFGWWY3RTVJM,SAP,"2,00,30,10,91,41,834",20030109,SAP,"2,00,30,12,21,15,644",20030122,0
6899QYGVHJPGYUBLKA9SPHORZ,D,0PM_C02,,REP,0PM_C02_Q0002,ACT,H,GP7JA1N3LUI1454XYV093NO02I7,SAP,"2,00,41,21,41,21,902",20041214,SAP,"2,00,41,21,40,93,245",20041214,"2,00,41,21,41,21,902"
9LJR59P2IROJ7OWTEL7V4G2LF,D,0PM_C01,,REP,0PM_C01_Q0003_D01,INA,H,,SAP,0,0,SAP,"2,01,00,32,30,63,754",20100323,0
6MYBHLA9DAPJYK6C8CQ0BNKNW,D,0PM_C01,,REP,0PM_C01_Q0003,ACT,H,GP9NND1JAJBRHRABGZ2XVPA5DUK,SAP,"2,00,50,80,30,71,009",20050803,SAP,"2,00,50,80,30,70,948",20050803,"2,00,50,80,30,71,009"
0YCT5H9WUEFMST4APA84TC84J,D,0PM_C01,,REP,0PM_C01_Q0002_D01,INA,H,,SAP,0,0,SAP,"2,01,00,32,30,61,447",20100323,0
0PZ2LFMCCEPUJFGFIAGQN2CYN,D,0PM_C01,,REP,0PM_C01_Q0002,ACT,H,GP02SO3W0WY79M37LEXL5U5VGPN,SAP,"2,00,50,72,71,50,825",20050727,SAP,"2,00,50,80,30,93,121",20050803,"2,00,50,72,80,95,012"
6OKP7DZC1MFHFXFTLZ3RF9I87,D,0PM_C01,,REP,0PM_C01_Q0001,ACT,H,GP3SA1MJIN30S1HH0UZ7PQCOZ5E,SAP,"2,00,30,12,70,91,702",20030127,SAP,"2,00,30,12,71,20,107",20030127,0
3W408H4BIX1VMAWOR59CUFE9Y,D,0PM_DS04,,REP,0PM_ DS04_Q0001,INA,H,,SAP,0,0,SAP,"2,00,41,21,31,24,121",20041213,0
8PZ1YEBEXZY40A094MNZSR3UV,D,0PH_C03,,REP,0PH_C03_Q0004,INA,H,GP3RYEWGGZ4W1UD4KS5OG0IB71R,SAP,"2,00,31,20,51,11,630",20031205,SAP,"2,00,31,20,51,11,908",20031205,0
5IVTYGFCVDXW905XN2DQBAD6V,D,0PH_C03,,REP,0PH_C03_Q0003,INA,H,GP1QSHVW23HZLPK7LPO4TTRKYOJ,SAP,"2,00,30,82,11,30,111",20030821,SAP,"2,00,30,90,30,84,921",20030903,0
C1QPNBIT1M0FUC34TX6YWUK1H,D,0PH_C03,,REP,0PH_C03_Q0002,ACT,H,GPA9P37QFL0YAA8XUKAYX725LSJ,SAP,"2,00,30,82,11,31,119",20030821,SAP,"2,00,30,82,80,65,752",20030828,0
56UQR962ROM27ML51162HF0YB,D,0PH_C03,,REP,0PH_C03_Q0001,ACT,H,GP3ST1QQPM9VG5OMC0T58833JVZ,SAP,"2,00,40,21,61,22,602",20040216,SAP,"2,00,30,90,31,01,511",20030903,"2,00,40,21,61,22,602"
45ECSL9I8J5DXG4WJ2Q5DGL9N,D,0PH_C02,,REP,0PH_C02_Q0002,ACT,H,GP6GUEI6COENC5RG6PO13CRECA1,SAP,"2,00,40,21,21,60,223",20040212,SAP,"2,00,40,12,31,43,806",20040123,"2,00,40,21,21,60,223"
4U3A8JIZY190SEOBE8E8RD30Z,D,0PH_C02,,REP,0PH_C02_Q0001,INA,H,GPA72BYKPIBGNG63QBZ0Z51BNHN,SAP,"2,00,40,12,31,43,440",20040123,SAP,"2,00,40,10,51,25,302",20040105,"2,00,40,12,31,43,440"
C36V4O21N2CIRQQFL7J2UBJ4J,D,0PH_C01,,REP,0PH_C01_Q0005,ACT,H,GP8D1Y18AG5AWPQKBD4DE4XYXT5,SAP,"2,00,40,21,21,42,648",20040212,SAP,"2,00,40,21,21,42,506",20040212,"2,00,40,21,21,42,648"
732VV61K2JEI8XLNH9C4RNJ4J,D,0PH_C01,,REP,0PH_C01_Q0004,ACT,H,GP17BGBPYORP9XJGA3BTYP5VZXL,SAP,"2,00,40,21,21,41,216",20040212,SAP,"2,00,40,12,30,94,919",20040123,"2,00,40,21,21,41,216"
9I4DLSREG6XAOED7E4GYCMFF7,D,0PH_C01,,REP,0PH_C01_Q0003,INA,H,GPBXEBQBGOUA41PK4TWK95Z3JBN,SAP,"2,00,30,82,11,63,126",20030821,SAP,"2,00,30,82,80,72,203",20030828,0
DWNSP5A4AIGS5CYTBDLTPWWWJ,D,0PH_C01,,REP,0PH_C01_Q0002,INA,H,GPEAIJAKKKZB5M89NCC7DQ1RCFD,SAP,"2,00,40,12,30,95,246",20040123,SAP,"2,00,30,82,11,05,727",20030821,"2,00,40,12,30,95,246"
8GKZ2KVI3EB2XK75QSDO85Q4Z,D,0PH_C01,,REP,0PH_C01_Q0001,ACT,H,GPEKWR4OGCOFNDTPSKUUC7O7PKQ,SAP,"2,00,40,51,81,10,742",20040518,SAP,"2,00,40,21,81,02,529",20040218,"2,00,40,51,81,10,742"
1AK5X7ZFNVX9JOBC79VCJ2CYY,D,0PE_PO_C1,,REP,0PE_PO_C1_Q010,ACT,H,GP7MBSUCU2QIHMY5G4LG67F5WYR,SAP,"2,00,90,42,41,03,711",20090424,SAP,"2,00,90,32,50,70,952",20090325,"2,00,90,42,41,03,711"
9K2ZBQTZJAGJWNG7FJ5T9PKIZ,D,0PE_PO_C1,,REP,0PE_PO_C1_Q009,INA,H,GPEAMNS1Y0T53IBMLETETRA297U,SAP,"2,00,90,40,11,35,419",20090401,SAP,"2,00,90,40,11,35,412",20090401,"2,00,90,40,11,35,419"
2V50A4STYXED9KXZ1ZIMT386I,D,0PE_PO_C1,,REP,0PE_PO_C1_Q008,ACT,H,GPCTVF360TN7ZNRZRCROQHRNW2R,SAP,"2,00,90,42,41,03,546",20090424,SAP,"2,00,90,40,11,35,232",20090401,"2,00,90,42,41,03,546"
3FR3CJLOAROIK8U3UA4JVZ8KJ,D,0PE_PO_C1,,REP,0PE_PO_C1_Q007,INA,H,GP0URDU7TB0GDB7HEI569RUY3OQ,SAP,"2,00,90,40,11,33,329",20090401,SAP,"2,00,90,33,10,62,808",20090331,"2,00,90,40,11,33,329"
9M73IKHDC0ACHVTF6K4252KGZ,D,0PE_PO_C1,,REP,0PE_PO_C1_Q006,INA,H,GP2H1YZNQ5WI6WB7W50GSFTJJ8R,SAP,"2,00,90,40,30,81,512",20090403,SAP,"2,00,90,40,30,81,505",20090403,"2,00,90,40,30,81,512"
BXX05A16C9X22R0ACFWNWJIN7,D,0PE_PO_C1,,REP,0PE_PO_C1_Q005,INA,H,GP3R8697EDFOG5HZ8QRBBI8N6LM,SAP,"2,00,90,40,11,34,158",20090401,SAP,"2,00,90,40,11,40,603",20090401,"2,00,90,40,11,34,829"
7F9TMTRXSRCDOFRQ4IKKP4ISJ,D,0PE_PO_C1,,REP,0PE_PO_C1_Q004,ACT,H,GP62VPU0CNV2G7YLSSVGFIEWMQR,SAP,"2,00,90,42,41,02,920",20090424,SAP,"2,00,90,40,30,81,049",20090403,"2,00,90,42,41,02,920"
42EAX3LRACIWA0OC7TTNFSH7N,D,0PE_PO_C1,,REP,0PE_PO_C1_Q003,INA,H,GP32254MFJ7PLEUZ5G3QSHYFFAI,SAP,"2,00,90,40,11,32,446",20090401,SAP,"2,00,90,33,10,62,730",20090331,"2,00,90,40,11,32,446"
DC79KU0Y2VQRJ20Z23BCCNN6R,D,0PE_PO_C1,,REP,0PE_PO_C1_Q002,ACT,H,GPBXVBPH3XUZ3MDC47DXSK0YOMB,SAP,"2,00,90,42,41,02,801",20090424,SAP,"2,00,90,40,30,80,722",20090403,"2,00,90,42,41,02,801"
3JM5G37AYHGXQO8731X3717VU,D,0PE_PO_C1,,REP,0PE_PO_C1_Q001,ACT,H,GP1CDB703OBNHKNLHPB1VV92IW3,SAP,"2,00,90,42,41,02,645",20090424,SAP,"2,00,90,40,11,34,258",20090401,"2,00,90,42,41,02,645"
2P6PORS9DFZ2XDXXG17YG46CQ,D,0PE_PI_C1,,REP,0PE_PI_C1_Q004,INA,H,GP791Q3NGUL4EOAJJI8MLBXDW6I,SAP,"2,00,90,40,11,40,425",20090401,SAP,"2,00,90,40,11,40,502",20090401,"2,00,90,40,11,40,425"
0E2DWTB3VK2XBOU15CKJLI33E,D,0PE_PI_C1,,REP,0PE_PI_C1_Q003,ACT,H,GPCCKBF9S13K3IDTRP0J2GVI3HF,SAP,"2,00,90,42,41,12,636",20090424,SAP,"2,00,90,40,11,40,309",20090401,"2,00,90,42,41,12,636"
B3T953HKJVSBP8DAK48QI494A,D,0PE_PI_C1,,REP,0PE_PI_C1_Q002,ACT,H,GP1IZA63QBAORG84Y46OIHZ22OZ,SAP,"2,00,90,42,41,12,551",20090424,SAP,"2,00,90,42,41,14,646",20090424,"2,00,90,42,41,12,551"
03MJQRSOYPSNHNRQN7S0XH7HN,D,0PE_PI_C1,,REP,0PE_PI_C1_Q001,ACT,H,GP59854R58B3CPU58XY0P5PJORN,SAP,"2,00,90,42,41,11,914",20090424,SAP,"2,00,90,33,10,64,154",20090331,"2,00,90,42,41,11,914"
447C3PDPANJ9AB60P8TID8EN7,D,0PE_OL_C1,,REP,0PE_OL_Q001,INA,H,GP9JYK0DLUN02WI1G5ZAZ242U5M,SAP,"2,00,90,33,00,72,410",20090330,SAP,"2,00,90,33,10,63,339",20090331,"2,00,90,33,00,72,410"
29G8UF5N7MGJB8B53P50GP44R,D,0PE_OL_C1,,REP,0PE_OL_C1_Q002,INA,H,GP28K9K1E9LPRDT9UVUNJZSN86B,SAP,"2,00,90,40,30,65,511",20090403,SAP,"2,00,90,33,10,63,242",20090331,"2,00,90,40,30,65,511"
EVENLRGLL1KE3JEJV9BQ3MIAZ,D,0PE_OL_C1,,REP,0PE_OL_C1_Q001,ACT,H,GP91B8LSEFM2DU4V9YQWNC3OKKJ,SAP,"2,00,90,42,40,94,950",20090424,SAP,"2,00,90,33,10,63,308",20090331,"2,00,90,42,40,94,950"
